id_catalogo,nombre_cat,categoria,super_1,nombre_1,super_2,nombre_2
CAT-7830,Filetes De Vacuno Marinados El Mercado 500 G Aprox,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Filetes De Vacuno Marinados El Mercado 500 G Aprox
CAT-7401,Galletitas Infantiles Animales Desde 12 Meses Ecologicas Hero Solo 100 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Galletitas Infantiles Animales Desde 12 Meses Ecologicas Hero Solo 100 G
CAT-7882,Limon El Mercado Malla De 15 Kg,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Limon El Mercado Malla De 15 Kg
CAT-7396,Vitakraft Barritas Para Periquitos De Albaricoque  Higo,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Vitakraft Barritas Para Periquitos De Albaricoque  Higo
CAT-7427,Espinacas Al Ajillo Findus 450 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Espinacas Al Ajillo Findus 450 G
CAT-7440,Papilla Infantil Desde 6 Meses 8 Cereales Con Galleta Maria Nestle Sin Azucar Anadido 725 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Papilla Infantil Desde 6 Meses 8 Cereales Con Galleta Maria Nestle Sin Azucar Anadido 725 G
CAT-7764,Galletas De Barquillo Rellenas De Crema De Chocolate Zero Gullon Sin Azucares 180 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Galletas De Barquillo Rellenas De Crema De Chocolate Zero Gullon Sin Azucares 180 G
CAT-7883,Vino Tinto Tempranillo Tinta Fina Vina Pedrosa Coleccion Barricas Do Ribera Del Duero 75 Cl,Bebidas,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Vino Tinto Tempranillo Tinta Fina Vina Pedrosa Coleccion Barricas Do Ribera Del Duero 75 Cl
CAT-7638,Lavavajillas A Mano Maxpower Fairy 730 Ml,Hogar,Mercadona,Cerdo a tacos,Carrefour,Lavavajillas A Mano Maxpower Fairy 730 Ml
CAT-7944,Palillos Redondos Torneados De Madera Unic De 550 Piezas,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Palillos Redondos Torneados De Madera Unic De 550 Piezas
CAT-7559,Limpiacristales Con Amoniaco Cristasol 1 L,Hogar,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Limpiacristales Con Amoniaco Cristasol 1 L
CAT-7490,Gel Limpiador Facial Al Agua Hidro Boost Neutrogena Pack De 2 Unidades De 200 Ml,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel Limpiador Facial Al Agua Hidro Boost Neutrogena Pack De 2 Unidades De 200 Ml
CAT-7645,Champu Recien Nacido Mustela 150 Ml,Cuidado personal e Higiene,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Champu Recien Nacido Mustela 150 Ml
CAT-7746,Gel Champu Felices Suenos Denenes 600 Ml,Cuidado personal e Higiene,Mercadona,Gel de baño granada y frutos silvestres Deliplus piel normal,Carrefour,Gel Champu Felices Suenos Denenes 600 Ml
CAT-7615,Cava Castell Del Llac Semi Seco 75 Cl,Bebidas,Mercadona,Filetes de caballa del sur contenido reducido en sal Hacendado en aceite de oliva,Carrefour,Cava Castell Del Llac Semi Seco 75 Cl
CAT-7768,Snacks Blue Heat Takis 130 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",DIA,Snack blue heat Takis 80 g
CAT-7613,Pasta Plumas Gallo 400 G,Despensa,Mercadona,Pasta tiburón Mac & Cheese Hacendado con salsa de queso,DIA,Plumas N.º 6 Gallo 400 g
CAT-7567,Cordon Bleu De Carne De Pechuga De Pollo Con Fiambre De Pavo Y Queso El Mercado 260 G,Lácteos y Huevos,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Cordon Bleu De Carne De Pechuga De Pollo Con Fiambre De Pavo Y Queso El Mercado 260 G
CAT-7751,Seda Dental Suave Con Fluor Y Menta Vitis 50 Metros,Cuidado personal e Higiene,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Seda Dental Suave Con Fluor Y Menta Vitis 50 Metros
CAT-7868,Cepillo De Dientes Medio 360 Deep Clean Colgate 1 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Cepillo De Dientes Medio 360 Deep Clean Colgate 1 Ud
CAT-7896,Cepillo De Dientes Pro Clean Oral B 2 Ud,Cuidado personal e Higiene,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Cepillo De Dientes Pro Clean Oral B 2 Ud
CAT-7927,Dentifrico Prevencion Del Sarro Advanced Oral B 75 Ml,Cuidado personal e Higiene,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Dentifrico Prevencion Del Sarro Advanced Oral B 75 Ml
CAT-7752,Cepillo Dental Suave Vitis 1 Ud,Cuidado personal e Higiene,Mercadona,Crema limpiadora Vitrocerámicas Vitroclen 5 en 1,Carrefour,Cepillo Dental Suave Vitis 1 Ud
CAT-7754,Cepillo Dental Junior Cabezal Pequeno Vitis 1 Ud,Cuidado personal e Higiene,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Cepillo Dental Junior Cabezal Pequeno Vitis 1 Ud
CAT-7518,Neceser Nenuco Elefante Gel De Ducha 200 Ml Y Agua De Colonia 200 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Neceser Nenuco Elefante Gel De Ducha 200 Ml Y Agua De Colonia 200 Ml
CAT-7578,Detergente A Maquina En Capsulas Frescor Alpino Ariel Pods 60 Lavados,Hogar,Mercadona,Clavo en grano Hacendado,Carrefour,Detergente A Maquina En Capsulas Frescor Alpino Ariel Pods 60 Lavados
CAT-7636,Pizza Marinara Italpizza 375 G,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pizza Marinara Italpizza 375 G
CAT-7637,Pizza Grillfest Ltalpizza 535 G,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pizza Grillfest Ltalpizza 535 G
CAT-7510,Set 50 Moldes De Papel Para Freidora De Aire Redondo 20X45 Cm Masterpro Foodies ,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Set 50 Moldes De Papel Para Freidora De Aire Redondo 20X45 Cm Masterpro Foodies 
CAT-7595,Apositos Gasa Algodon 20X20 Cm Loto Caja 20 Ud,Cuidado personal e Higiene,Mercadona,Bebida láctea desnatada sabor stracciatella +Proteínas Hacendado 0% azúcares añadidos 20 g proteínas,Carrefour,Apositos Gasa Algodon 20X20 Cm Loto Caja 20 Ud
CAT-7587,Seta Ostra Cultivada Circulo De Calidad 300 G Aprox,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Seta Ostra Cultivada Circulo De Calidad 300 G Aprox
CAT-7497,Kebab De Pollo Simons Food Sin Gluten 350 G,Carnicería y Charcutería,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Kebab De Pollo Simons Food Sin Gluten 350 G
CAT-7507,Set 50 Moldes De Papel Para Freidora De Aire Redondo 16X45 Cm Masterpro Foodies,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Set 50 Moldes De Papel Para Freidora De Aire Redondo 16X45 Cm Masterpro Foodies
CAT-7593,Tinte Classic 7N Rubio Farmatint 1 Ud,Sin categoría,Mercadona,Detergente ropa todo en 1 frescor floral Ariel Pods en cápsulas,Carrefour,Tinte Classic 7N Rubio Farmatint 1 Ud
CAT-7761,Colutorio Par El Mal Aliento Halita 500 Ml,Cuidado personal e Higiene,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,Carrefour,Colutorio Par El Mal Aliento Halita 500 Ml
CAT-7596,Gasa Esteril Loto 20 Ud,Cuidado personal e Higiene,Mercadona,Molde de papel Bosque Verde para freidora de aire 20 cm,Carrefour,Gasa Esteril Loto 20 Ud
CAT-7774,Enjuague Bucal Antiseptico Oraldine 200 Ml,Cuidado personal e Higiene,Mercadona,Polvo compacto perfeccionador efecto seda Deliplus 200 beige rosado,Carrefour,Enjuague Bucal Antiseptico Oraldine 200 Ml
CAT-7784,Dentifrico Proteccion Caries Maximum Caries Protection Colgate Pack De 2 Unidades De 75 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico Proteccion Caries Maximum Caries Protection Colgate Pack De 2 Unidades De 75 Ml
CAT-7614,Cava Castell Del Llac Brut Do Cava 75 Cl,Bebidas,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Cava Castell Del Llac Brut Do Cava 75 Cl
CAT-7619,Apositos Juanetes Compeed 5 Ud,Cuidado personal e Higiene,Mercadona,Crema limpiadora Vitrocerámicas Vitroclen 5 en 1,Carrefour,Apositos Juanetes Compeed 5 Ud
CAT-7647,Locion Mustela 750 Ml,Sin categoría,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Locion Mustela 750 Ml
CAT-7621,Apositos Ampollas Pequenas Compeed 6 Ud,Cuidado personal e Higiene,Mercadona,Maquinilla de afeitar recargable Deliplus Precision System 6 hojas,Carrefour,Apositos Ampollas Pequenas Compeed 6 Ud
CAT-7658,Bolsita De Cereza Acai Y Amaranto Desde 8 Meses Ecologico Smileat Sin Gluten 100 G,Frutas y Verduras,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsita De Cereza Acai Y Amaranto Desde 8 Meses Ecologico Smileat Sin Gluten 100 G
CAT-6786,Desodorante En Spray Natural 24H Heno De Pravia 200 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Desodorante En Spray Natural 24H Heno De Pravia 200 Ml
CAT-7821,Quitamanchas Oxi Action Vanish 480 G,Hogar,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Quitamanchas Oxi Action Vanish 480 G
CAT-8172,Desodorante En Spray Para Los Pies Y Calzado Devor Olor 150 Ml,Cuidado personal e Higiene,Mercadona,Clavo en grano Hacendado,Carrefour,Desodorante En Spray Para Los Pies Y Calzado Devor Olor 150 Ml
CAT-7934,Pizza De Champinones Y Jamon Cocido Buitoni 375 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pizza De Champinones Y Jamon Cocido Buitoni 375 G
CAT-8429,Desodorante En Spray Invisible Ice Fresh Rexona Men Pack De 2 Unidades De 200 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Desodorante En Spray Invisible Ice Fresh Rexona Men Pack De 2 Unidades De 200 Ml
CAT-4614,Colutorio Diario Cuidado De Las Encias Menta Suave 0 Alcohol Parodontax 500 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Colutorio Diario Cuidado De Las Encias Menta Suave 0 Alcohol Parodontax 500 Ml
CAT-7964,Pizza Double Salamino La Bomba Italpizza 465 G,Congelados,Mercadona,Cacao en polvo a la taza Valor,Carrefour,Pizza Double Salamino La Bomba Italpizza 465 G
CAT-7956,Lomos De Salmon Congelado Dimar 230 G,Pescadería,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Lomos De Salmon Congelado Dimar 230 G
CAT-4617,Colutorio Diario Cuidado De Las Encias Frescor Intenso 0 Alcohol Parodontax 500 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Colutorio Diario Cuidado De Las Encias Frescor Intenso 0 Alcohol Parodontax 500 Ml
CAT-9880,Colutorio Anticaries Vitis 500 Ml,Cuidado personal e Higiene,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Colutorio Anticaries Vitis 500 Ml
CAT-9995,Limpia Maquinas Lavavajillas Antical Somat 3 Ud,Hogar,Mercadona,Maquinilla depilación recargable Gillette Venus Comfortglide Breeze 3 hojas,Carrefour,Limpia Maquinas Lavavajillas Antical Somat 3 Ud
CAT-6242,Colutorio Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Citrus Lacer Blanc 500 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Colutorio Diario Formula De Accion Blanqueadora Con Fluor Sin Alcohol Sabor Citrus Lacer Blanc 500 Ml
CAT-5399,Desodorante En Spray Pepino Advanced Care Dove 200 Ml,Cuidado personal e Higiene,Mercadona,Clavo en grano Hacendado,DIA,Desodorante advanced care original Dove spray 200 ml
CAT-6580,Dentifrico Sensibilidad Y Blanqueamiento Pro Expert Oral B Pack De 2 Unidades De 75 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico Sensibilidad Y Blanqueamiento Pro Expert Oral B Pack De 2 Unidades De 75 Ml
CAT-7822,Quitamanchas Blanqueador Gold Oxi Action Vanish 400 G,Hogar,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Quitamanchas Blanqueador Gold Oxi Action Vanish 400 G
CAT-4847,Bolsita De Naranja Platano Pera Y Galleta Desde 12 Meses Hero Solo Sin Azucar Anadido Pack 4 Unidades De 100 G,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,"HERO Solo Bolsitas de fruta (naranja, plátano, pera) y galleta, a partir de 12 meses 4 x 100 g."
CAT-7112,Dentifrico Con Fluor De Uso Diario Complete Proteccion Original Parodontax 75 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Dentifrico Con Fluor De Uso Diario Complete Proteccion Original Parodontax 75 Ml
CAT-7823,Quitamanchas Blanqueador Gold Oxi Action Vanish 960 G,Hogar,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Quitamanchas Blanqueador Gold Oxi Action Vanish 960 G
CAT-6943,Galletas Doradas Al Horno Zero Gullon Sin Azucar 330 G,Despensa,Mercadona,Spaghetti sin gluten Felicia,Carrefour,Galletas Doradas Al Horno Zero Gullon Sin Azucar 330 G
CAT-7765,Gnocchi Con Verduras Y Pollo Cn Congelados De Navarra 600 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gnocchi Con Verduras Y Pollo Cn Congelados De Navarra 600 G
CAT-7819,Filetes De Bacalao Congelados Dimar 360 G,Pescadería,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Filetes De Bacalao Congelados Dimar 360 G
CAT-7894,Tiras Estilo Americano De Proteina De Guisante Y Trigo Green Cuisine Findus 210 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Tiras Estilo Americano De Proteina De Guisante Y Trigo Green Cuisine Findus 210 G
CAT-1002,Toallitas bebé pieles con tendencia atópica,Bebes,Mercadona,Toallitas bebé pieles con tendencia atópica Deliplus,Alcampo,"NESTLÉ Bolsita de fruta (mango, manzana) con zanahoria, para bebés a partir de 6 meses 90 g."
CAT-1006,Cerveza especial San Miguel,Bebidas,Mercadona,Cerveza especial San Miguel,Alcampo,BREKKIES Pienso para gatos a base de aves y verduras BREKKIES DELICIOUS 3 kg.
CAT-1006,Cerveza especial San Miguel,Bebidas,DIA,Cerveza San Miguel 33 cl,Alcampo,BREKKIES Pienso para gatos a base de aves y verduras BREKKIES DELICIOUS 3 kg.
CAT-7886,Pizza Jamon Y Queso Rustica Dr Oetker 545 G,Lácteos y Huevos,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Pizza Jamon Y Queso Rustica Dr Oetker 545 G
CAT-7893,Nuggets De Proteina De Guisante Y Trigo Green Cuisine Findus 250 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Nuggets De Proteina De Guisante Y Trigo Green Cuisine Findus 250 G
CAT-7904,Soup Dumplings De Pollo Itsu 168 G,Carnicería y Charcutería,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Soup Dumplings De Pollo Itsu 168 G
CAT-7945,Fregona Con Tiras De Microfibra Vileda Super,Hogar,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Fregona Con Tiras De Microfibra Vileda Super
CAT-7139,Dentifrico De Uso Diario Que Previene El Sangrado Gingival Causado Por Encias Delicadas Y Gingivitis Gingilacer Pack De 2 Unidades De 125 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico De Uso Diario Que Previene El Sangrado Gingival Causado Por Encias Delicadas Y Gingivitis Gingilacer Pack De 2 Unidades De 125 Ml
CAT-7897,Cepillo De Dientes Manual Pro 3Dwhite Clinica Oral B 1 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Cepillo De Dientes Manual Pro 3Dwhite Clinica Oral B 1 Ud
CAT-9279,Colutorio De Uso Diario Sin Alcohol Previene Caries Dental Lacer Fresh 500 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Colutorio De Uso Diario Sin Alcohol Previene Caries Dental Lacer Fresh 500 Ml
CAT-6406,Gel De Ducha Argan Natural Honey 650 Ml,Cuidado personal e Higiene,Mercadona,Mostaza de Dijon Hacendado,DIA,Gel de ducha elixir de argán Natural Honey 650 ml
CAT-7431,Jabon Original En Pastilla Para Cara Cuerpo Y Manos Dove Pack De 4 Unidades 90 G,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Jabon Original En Pastilla Para Cara Cuerpo Y Manos Dove Pack De 4 Unidades 90 G
CAT-8564,Gel De Ducha Marine Magno 550 Ml,Cuidado personal e Higiene,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Gel De Ducha Marine Magno 550 Ml
CAT-9309,Gel De Ducha Puro 0 Hidratante Hidrogenesse 800 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel De Ducha Puro 0 Hidratante Hidrogenesse 800 Ml
CAT-6051,Compresas Normal Con Alas Posparto Indasec Postpart 14 Ud,Cuidado personal e Higiene,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Compresas Normal Con Alas Posparto Indasec Postpart 14 Ud
CAT-5742,Naranjada Natural Light Don Simon 15 L,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Naranjada Natural Light Don Simon 15 L
CAT-8265,Pizza Fresca De Jamon Con Perlas De Mozzarella De Lenta Fermentacion Casa Tarradellas 400 G,Lácteos y Huevos,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Pizza Fresca De Jamon Con Perlas De Mozzarella De Lenta Fermentacion Casa Tarradellas 400 G
CAT-8229,Ambientador De Armario Lavanda Ambar 1 Ud,Hogar,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Ambientador De Armario Lavanda Ambar 1 Ud
CAT-7844,Pienso De Pollo Para Perros Adultos Pequenos Ultima 15 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perros Adultos Pequenos Ultima 15 Kg
CAT-7873,Takitos Tako Loco Fripozo 250 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Takitos Tako Loco Fripozo 250 G
CAT-7898,Bolsa Reutilizable Caliente Y Frio Nescare 1 Ud,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Bolsa Reutilizable Caliente Y Frio Nescare 1 Ud
CAT-7908,Bolsita De Cacao Nesquik 110 G,Desayuno y Snack,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Bolsita De Cacao Nesquik 110 G
CAT-7928,Preparado Lacteo Infantil De Crecimiento Desde 3 Anos Nestle Junior Original Sin Gluten Y Sin Azucar Anadido Brik 1 L,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Preparado Lacteo Infantil De Crecimiento Desde 3 Anos Nestle Junior Original Sin Gluten Y Sin Azucar Anadido Brik 1 L
CAT-7930,Tarrito De Crema De Verduras Desde 6 Meses Hero Solo Sin Gluten 190 G,Conservas y Enlatados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Tarrito De Crema De Verduras Desde 6 Meses Hero Solo Sin Gluten 190 G
CAT-7931,Tarrito De Crema De Zanahoria Y Calabaza Verduras Desde 6 Meses Hero Solo Sin Gluten 190 G,Conservas y Enlatados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Tarrito De Crema De Zanahoria Y Calabaza Verduras Desde 6 Meses Hero Solo Sin Gluten 190 G
CAT-7966,Emulsion Roll On Cbd Forte Fisionatur 75 Ml,Sin categoría,Mercadona,Preservativos natural On,Carrefour,Emulsion Roll On Cbd Forte Fisionatur 75 Ml
CAT-7970,Preparado Alimenticio Vegetal Congelado Con Sabor A Pollo Valsoia 200 G,Carnicería y Charcutería,Mercadona,Bebida láctea semidesnatada con fibra Hacendado,Carrefour,Preparado Alimenticio Vegetal Congelado Con Sabor A Pollo Valsoia 200 G
CAT-8002,Arroz Integral Para Microondas Brillante Pack De 2 Unidades De 125 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Vasos de arroz integral con quinoa Brillante 2 x 125 g
CAT-8031,Bolsas De Basura Resistente Antigoteo 100 Reciclado 50L 8 Ud Handy Bag,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsas De Basura Resistente Antigoteo 100 Reciclado 50L 8 Ud Handy Bag
CAT-8032,Bolsas De Basura Resistente Y Antigoteo 100 Reciclado Handy Bag 30L 20 Uds,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsas De Basura Resistente Y Antigoteo 100 Reciclado Handy Bag 30L 20 Uds
CAT-8033,Bolsas De Basura Reciclaje Envases 100 Reciclado 30L 12 Ud Handy Bag,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsas De Basura Reciclaje Envases 100 Reciclado 30L 12 Ud Handy Bag
CAT-7994,Comida Humeda Finas Lonchas De Pollo Para Gato Adulto Purina Gourmet Diamant 85 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Finas Lonchas De Pollo Para Gato Adulto Purina Gourmet Diamant 85 G
CAT-8011,Pienso De Pollo Para Perros Senior Medianos Y Grandes Ultima 3 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perros Senior Medianos Y Grandes Ultima 3 Kg
CAT-8018,Pienso Esterilizado De Pollo Para Gato Senior Ultima Cat 25 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso Esterilizado De Pollo Para Gato Senior Ultima Cat 25 Kg
CAT-8019,Pienso De Pollo Para Gato Adulto Ultima 25 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Gato Adulto Ultima 25 Kg
CAT-8007,Pienso De Buey Para Perros Brekkies Mix Excel 15 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perros Brekkies Mix Excel 15 Kg
CAT-8024,Pienso De Buey Para Perro Mini Adulto Ultima Dog 25 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perro Mini Adulto Ultima Dog 25 Kg
CAT-8063,Complemento Vitaminico Con Coenzima Q10 Supradyn Activo Bayer 30 Ud,Sin categoría,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Complemento Vitaminico Con Coenzima Q10 Supradyn Activo Bayer 30 Ud
CAT-8184,Brandy De Jerez Solera Reserva Altorreal 70 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Brandy De Jerez Solera Reserva Altorreal 70 Cl
CAT-8046,Cerveza 1906 Red Vintage La Colorada Lata 33 Cl,Bebidas,Mercadona,Lomo asado La Carloteña lonchas,Carrefour,Cerveza 1906 Red Vintage La Colorada Lata 33 Cl
CAT-8181,Gel Limpiador Hidratante Cerave 473 Ml,Hogar,Mercadona,Gel de baño granada y frutos silvestres Deliplus piel normal,Carrefour,Gel Limpiador Hidratante Cerave 473 Ml
CAT-8285,Panuelos Cubo Collection Kleenex Caja De 48 Ud,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Panuelos Cubo Collection Kleenex Caja De 48 Ud
CAT-8140,Pizza Grillfest Italpizza 425 G,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pizza Grillfest Italpizza 425 G
CAT-8059,Pienso De Buey Para Perros Adultos Brekkies Excel Delicious 3 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perros Adultos Brekkies Excel Delicious 3 Kg
CAT-8078,Set De 30 Platos De Carton 23 Cm Smart   Blanco,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Set De 30 Platos De Carton 23 Cm Smart   Blanco
CAT-8171,Gel Para El Alivio De Hemorroides Y Fisuras Anales Hemoclin 37 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel Para El Alivio De Hemorroides Y Fisuras Anales Hemoclin 37 G
CAT-8203,Polvo Gasificante Para Hornear  Royal Sin Gluten Pack De 6 Sobres De 16 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Polvo Gasificante Para Hornear  Royal Sin Gluten Pack De 6 Sobres De 16 G
CAT-8166,Pechuga De Pollo Cocida Asada Al Horno En Lonchas Naturarte Campofrio Sin Gluten Y Sin Lactosa 90 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pechuga De Pollo Cocida Asada Al Horno En Lonchas Naturarte Campofrio Sin Gluten Y Sin Lactosa 90 G
CAT-8357,Magreta Adobada El Mercado 330 G,Sin categoría,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,Carrefour,Magreta Adobada El Mercado 330 G
CAT-8035,Bolsas De Basura Fijacion Elastica 100 Reciclado 30L 12 Ud Handy Bag,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsas De Basura Fijacion Elastica 100 Reciclado 30L 12 Ud Handy Bag
