id_catalogo;nombre_generico;id_dia_propuesto;nombre_dia_propuesto;score;aceptar_si_no
CAT-3144;Masa fresca pizza de cereales y semillas;DI-1379;Pan de sandwich con cereales y semillas El molino de Dia 310 g;71;
CAT-3145;Rollitos primavera ultracongelados;DI-3056;Rollitos de primavera Dia Al Punto 280 g;75;
CAT-3148;Pizza jamón y queso sin gluten y sin lactosa;DI-3497;Pizza jamón y queso Dia Al Punto 400 g;81;
CAT-3162;Bases de pizza sin gluten sin lactosa ultracongeladas;DI-1222;Bases de pizza 3 unidades Dia Al Punto 420 g;76;
CAT-3165;Pizza 4 quesos sin gluten y sin lactosa ultracongelada;DI-4465;Pizza 4 quesos Dia Al Punto 390 g;73;
CAT-3168;Pizza barbacoa familiar;DI-0983;Pizza barbacoa Dr. Oetker Ristorante 340 g;76;
CAT-3170;Pizza carbonara familiar;DI-0229;Pizza carbonara Dia Al Punto 400 g;77;
CAT-3172;Pizza pollo y bacón;DI-3359;Burger crunchy de pollo con bacón y queso Selección de Dia 200 g;81;
CAT-3173;Bases de pizza artesanas extrafinas y crujientes ultracongeladas;DI-1222;Bases de pizza 3 unidades Dia Al Punto 420 g;76;
CAT-3177;Fingers de queso ultracongelados;DI-4133;Palitos de surimi ultracongelados MSC Dia Mari Marinera 450 g;72;
CAT-3335;Pizza Formaggi 4 quesos;DI-0603;Pizza cuatro quesos Dr. Oetker Ristorante 340 g;73;
CAT-4084;Lasaña a la boloñesa ultracongelada;DI-0758;Lasaña boloñesa La cocinera 500 g;80;
CAT-4086;Canelones de carne ultracongelados;DI-2276;Canelones de carne Dia Al Punto 300 g;80;
CAT-4117;Arroz tres delicias ultracongelado;DI-1934;Arroz tres delicias Dia Al Punto 850 g;81;
CAT-0401;Cebolla troceada ultracongelada;DI-4383;Cebolla troceada Dia Vegecampo 400 g;76;
CAT-0471;Alcachofa troceada ultracongelada;DI-0031;Alcachofa troceada Dia Vegecampo 400 g;78;
CAT-0568;Dúo frutas fresa y plátano congeladas;DI-3586;Fresas congeladas Dia Fruticampo bolsa 300 g;73;
CAT-1913;Pimiento rojo y verde ultracongelado;DI-0184;Pimiento verde granel 500 g aprox.;72;
CAT-2057;Salteado de gambas, espárragos verdes, ajos tiernos, champiñón y cebolla ultracongelado;DI-1154;Cebolla malla 750 g;70;
CAT-2684;Menestra de verduras ultracongelada;DI-0459;Menestra de verduras Dia Vegecampo 1 Kg;80;
CAT-3033;Salteado de verduras asadas ultracongeladas;DI-1929;Salteado de verduras Dia Al Punto 400 g;82;
CAT-3034;Parrillada de verduras ultracongeladas;DI-1930;Parrillada de verduras asadas Dia Al Punto 400 g;76;
CAT-3037;Salteado de verduras ultracongelado;DI-1929;Salteado de verduras Dia Al Punto 400 g;82;
CAT-3040;Arándanos enteros ultracongelados;DI-1141;Arándanos vaso 170 g;78;
CAT-3041;Ensaladilla ultracongelada;DI-4106;Ensaladilla rusa 350 g;81;
CAT-3042;Verdura para paella ultracongelada;DI-3424;Verduras para paella Dia Vegecampo 450 g;72;
CAT-3044;Alcachofa baby ultracongelada;DI-4226;Alcachofa 250 g aprox.;72;
CAT-3051;Ajo troceado ultracongelado;DI-1696;Ajo troceado Dia Vegecampo 150 g;71;
CAT-3062;Tempura de verduras ultracongelada;DI-3463;Verduras en tempura Dia Al Punto 400 g;73;
CAT-3067;Pimientos del piquillo rellenos de bacalao ultracongelados;DI-2773;Pimientos rellenos de bacalao MSC Dia Al Punto 240 g;82;
CAT-4109;Relleno fajitas pollo, pimientos y cebolla ultracongelado;DI-1428;Relleno para fajitas con pollo, pimientos y cebolla Dia Al Punto 300 g;85;
CAT-0277;Filetes de caballa del sur contenido reducido en sal en aceite de oliva;DI-1691;Filetes de caballa en aceite de oliva bajo en sal Calvo 82 g;87;
CAT-0920;Atún claro en escabeche blanco;DI-1800;Atún claro en escabeche Dia Mari Marinera 6 x 60 g;87;
CAT-0934;Sardinillas picantes en aceite de girasol;DI-0337;Sardinillas en aceite de girasol Dia Mari Marinera 2 x 65 g;88;
CAT-0941;Berberecho al natural XS;DI-2748;Berberechos al natural Sagres 58 g;87;
CAT-0954;Tacos de pota al ajillo;DI-2287;Tacos de potón al ajillo Dia Mari Marinera 72 g;88;
CAT-0159;Crema de lentejas;DI-1532;Puré de verduras con lentejas y pollo bio Hero frasco 190 g;79;
CAT-0506;Caldo de carne con sofrito;DI-0623;Caldo de carne Gallina Blanca 1 L;70;
CAT-0745;Gazpacho tradicional;DI-0723;Alimento para perros receta tradicional Bon menu bolsa 4 Kg;71;
CAT-1173;Fumet caldo de pescado;DI-0621;Caldo de pescado Gallina Blanca 1 L;84;
CAT-1999;Crema de setas Starlux con champiñones;DI-0510;Crema de champiñones Knorr 68 g;87;
CAT-2155;Salmorejo al estilo cordobés;DI-1514;Salmorejo Dia Al Punto 1 L;80;
CAT-3487;Caldo de marisco o fideuá para paella con sofrito;DI-2769;Caldo para paella Dia Al Punto 1 L;79;
CAT-3562;Caldo de pescado en pastillas;DI-1125;Caldo de pescado Knorr 12 unidades;84;
CAT-3755;Sopa de miso;DI-0212;Sopa de pollo con fideos baja en sal Gallina Blanca 68 g;74;
CAT-0204;Aceitunas verdes rellenas de pepinillo;DI-1439;Aceitunas rellenas de pimiento Dia Vegecampo 150 g;77;
CAT-0375;Ensalada china con mazorquitas;DI-4404;Ensalada china Dia Vegecampo 180 g;74;
CAT-0479;Aceitunas verdes rellenas de pimiento asado;DI-1439;Aceitunas rellenas de pimiento Dia Vegecampo 150 g;86;
CAT-0661;Postre de manzana Jamar;DI-1281;Postre lácteo infantil con puré de fresa y manzana Nestlé Yogolino bolsa 100 g;85;
CAT-0802;Tomate para untar con aceite de oliva;DI-0240;Tomate frito con aceite de oliva Solís 360 g;83;
CAT-0805;Tomate troceado pelado;DI-0089;Tomate troceado Dia Vegecampo 400 g;81;
CAT-0810;Tomate seco en aceite de oliva;DI-0240;Tomate frito con aceite de oliva Solís 360 g;85;
CAT-0813;Pimientos en tiras condimentados;DI-3028;Pimientos rojos asados en tiras Joyas del valle 3 x 60 g;72;
CAT-0866;Palmito al natural entero;DI-0535;Piñones al natural Dia Naturmundo 70 g;70;
CAT-0871;Mazorquitas de maíz agridulce;DI-1690;Mazorquitas de maíz Rioverde 190 g;84;
CAT-1165;Aceitunas negras de Aragón Campo Nature;DI-2129;Aceitunas negras de Aragón Dia Vegecampo 250 g;85;
CAT-1796;Mix de pepinillos y cebollitas;DI-0500;Pepinillos y cebollitas Dia Vegecampo 380 g;87;
CAT-1800;Aceitunas verdes sin hueso aliñadas;DI-1249;Aceitunas sin hueso Jolca 90 g;86;
CAT-2039;Dulce de membrillo 0% azúcares añadidos;DI-0278;Bebida láctea de fresa 0% azúcares añadidos Danacol pack 12 x 100 g;73;
CAT-2472;Picadillo de variantes;DI-4319;Picadillo de vegetales en vinagre El faro 200 g;71;
CAT-2704;Aceitunas verdes Picadedos sin hueso aliñadas;DI-1249;Aceitunas sin hueso Jolca 90 g;86;
CAT-3627;Mix de encurtidos;DI-1821;Cocktail de encurtidos Rioverde 180 g;87;
CAT-3756;Aceitunas verdes Gazpacha partidas;DI-2275;Aceitunas gazpacha Dia Vegecampo 410 g;78;
CAT-4013;Aceitunas verdes partidas Olives Garcia;DI-1665;Aceitunas partidas aliñadas Jolca 185 g;71;
CAT-4104;Dulce de membrillo taco;DI-2361;Dulce de membrillo Dia Fruticampo tarrina 350 g;88;
CAT-1225;Gel facial Hidrata ácido hialurónico;DI-2326;Mascarilla facial hidratante con aguacate y ácido hialurónico Iroha sobre 1 unidad;80;
CAT-1359;Crema protección solar FPS 50+;DI-2243;Crema solar SPF 50+ Dia Imaqe 250 ml;72;
CAT-1997;Mascarilla facial Hidra Boom Mask con Camelias de Jeju y ácido hialurónico;DI-2326;Mascarilla facial hidratante con aguacate y ácido hialurónico Iroha sobre 1 unidad;75;
CAT-2389;Gel facial limpiador Facial Clean;DI-2070;Gel limpiador facial refrescante aloe vera y hamamelis Dia Imaqe bote 250 ml;87;
CAT-2696;Aceite de Ricino;DI-0001;Aceite de oliva suave Carbonell 1 L;72;
CAT-2974;Protector solar infantil pediátrico Sun Med FPS 50+;DI-4101;Protector solar infantil en spray protege & cuida SPF 50+ Nivea Sun 250 ml;76;
CAT-2975;Crema protección solar facial FPS 50+;DI-2243;Crema solar SPF 50+ Dia Imaqe 250 ml;72;
CAT-3662;Agua facial de avena;DI-2071;Tónico facial calmante aloe vera y agua de hamamelis Dia Imaqe bote 250 ml;82;
CAT-0148;Champú Anticaída Fortificante;DI-0642;Champú con keratina fortificante Flex botella 650 ml;79;
CAT-0481;Gel fijador cabello con aceite de oliva Eco style;DI-0123;Pisto con aceite de oliva Dia Vegecampo 350 g;70;
CAT-1083;Champú y acondicionador anticaspa Classic 2 en 1 H&S;DI-3218;Champú anticaspa classic H&s botella 250 ml;88;
CAT-1123;Champú Color Protect cabello teñido;DI-3164;Champú protector del color cabello teñido Elvive botella 300 ml;87;
CAT-1124;Mascarilla Color Protect cabello teñido;DI-3164;Champú protector del color cabello teñido Elvive botella 300 ml;72;
CAT-1950;Champú anticaspa Citric Ultrex cabello graso;DI-3215;Champú anticaspa citrus fresh cabello graso H&s botella 250 ml;81;
CAT-1951;Champú anticaspa Menthol Ultrex todo tipo de cabello;DI-3217;Champú anticaspa menthol fresh H&s botella 250 ml;73;
CAT-1952;Champú y acondicionador anticaspa Classic 2 en 1 Ultrex todo tipo de cabello;DI-2702;Champú y acondicionador anticaspa 2 en 1 Dia Imaqe botella 500 ml;84;
CAT-1985;Ampollas tratamiento intensivo Repara & Protege Pantene cabello dañado;DI-0670;Serum intensivo repara y protege cabello dañado Pantene spray 75 ml;87;
CAT-2280;Champú seco O'lysee;DI-2382;Champú seco original Batiste spray 200 ml;73;
CAT-2289;Champú Zero todo tipo de cabello;DI-3199;Champú cuidado clásico todo tipo de cabellos Tresemmé botella 685 ml;75;
CAT-2291;Champú Detox cabello graso;DI-0634;Champú con keratina para cabello graso Flex botella 650 ml;87;
CAT-2300;Acondicionador instantáneo Repair & Nutrition cabello seco y dañado;DI-3469;Acondicionador repara y protege cabello dañado Pantene tubo 275 ml;76;
CAT-2302;Champú Natural todo tipo de cabello;DI-3199;Champú cuidado clásico todo tipo de cabellos Tresemmé botella 685 ml;70;
CAT-2303;Champú Argan Oil cabello seco y dañado;DI-3524;Champú repara y protege cabello dañado Pantene botella 325 ml;75;
CAT-2304;Mascarilla Argan Oil cabello seco y dañado;DI-0531;Mascarilla repara y protege cabello dañado Pantene frasco 300 ml;78;
CAT-2306;Acondicionador Repair & Nutrition cabello seco y dañado;DI-3469;Acondicionador repara y protege cabello dañado Pantene tubo 275 ml;77;
CAT-2356;Mascarilla Repair & Nutrition cabello seco y dañado;DI-0531;Mascarilla repara y protege cabello dañado Pantene frasco 300 ml;72;
CAT-2758;Champú Color Vive Elvive cabello teñido o con mechas;DI-3164;Champú protector del color cabello teñido Elvive botella 300 ml;79;
CAT-3322;Champú Plex Repair cabello muy dañado;DI-3168;Champú reparador cabello muy dañado Elvive botella 300 ml;81;
CAT-3323;Mascarilla Plex Repair cabello muy dañado;DI-0531;Mascarilla repara y protege cabello dañado Pantene frasco 300 ml;76;
CAT-1341;Chuletas de cerdo sajonia;DI-2612;Chuletas sajonia Selección de Dia 420 g aprox.;86;
CAT-3650;Laca cabello Elnett fijación fuerte;DI-1979;Laca fijación ultra fuerte Pantene spray 250 ml;73;
CAT-3658;Acondicionador Protector Color Vive Elvive cabello teñido o con mechas;DI-3164;Champú protector del color cabello teñido Elvive botella 300 ml;80;
CAT-3659;Mascarilla Protectora Color Vive Elvive cabello teñido o con mechas;DI-3164;Champú protector del color cabello teñido Elvive botella 300 ml;76;
CAT-2342;Desodorante stick original Tulipán Negro;DI-3045;Agua de colonia original 1953 Tulipán Negro botella 800 ml;71;
CAT-2398;Desodorante piedra de alumbre mineral Deonat;DI-2001;Agua mineral Dia 5 L;74;
CAT-2409;Desodorante roll-on Zero Sanex;DI-0203;7 Up zero 330 ml;73;
CAT-2410;Desodorante Zero Sanex;DI-0203;7 Up zero 330 ml;73;
CAT-0472;Dentífrico Blanqueante Sensodyne;DI-4762;Pasta de dientes blanqueante Sensodyne tubo 75 ml;79;
CAT-0473;Dentífrico Repair & Protect Sensodyne;DI-0664;Pasta de dientes repair & protect Sensodyne tubo 75 ml;83;
CAT-2365;Dentífrico Bicarbonato blanqueador;DI-3419;Bicarbonato sódico Dia 1 Kg;76;
CAT-2402;Enjuague bucal Clorhexidina gingival zero alcohol;DI-0203;7 Up zero 330 ml;73;
CAT-2680;Enjuague bucal Blanqueador Bicarbonato zero alcohol;DI-3419;Bicarbonato sódico Dia 1 Kg;76;
CAT-2763;Enjuague bucal Kids zero alcohol;DI-0203;7 Up zero 330 ml;73;
CAT-3632;Dentífrico Max White One Colgate;DI-0417;Pasta de dientes blanqueadora Colgate Max White One tubo 75 ml;79;
CAT-3641;Dentífrico Blanqueador Bicarbonato Signal;DI-4667;Pasta de dientes blanqueadora bicarbonato Signal tubo 100 ml;77;
CAT-3705;Tabletas limpiadoras prótesis dentales Benfix y ortodoncias;DI-2489;Tabletas limpiadoras para prótesis dental Botikit de Dia caja 30 unidades;72;
CAT-3706;Enjuague bucal Sensitive & Encías zero alcohol;DI-0203;7 Up zero 330 ml;73;
CAT-3733;Dentífrico Total original Colgate;DI-1698;Pasta de dientes Colgate Total Prevención Activa Original tubo 75 ml;80;
CAT-0430;Esponja de baño flor exfoliación suave;DI-2783;Esponjas de baño exfoliante suave Dia Imaqe bolsa 2 unidades;75;
CAT-0496;Crema corporal Olive;DI-0640;Gel crema depilatorio corporal piel sensible Veet tubo 200 ml;82;
CAT-0575;Gel corporal aloe vera;DI-0934;Gel post picadura con aloe vera Bloom caja 1 unidad;74;
CAT-0646;Esponja de baño vegetal 100% fibras naturales;DI-2784;Esponja de baño vegetal suave Dia Imaqe bolsa 1 unidad;75;
CAT-1323;Gel de baño avena piel sensible;DI-0755;Gel de afeitar clásico piel sensible Gillette spray 200 ml;78;
CAT-1905;Crema de manos reparadora;DI-2396;Crema de verduras Dia Al Punto 500 ml;71;
CAT-1906;Crema de manos hidratante con aloe vera;DI-2168;Jabón de manos de aloe vera Dia Imaqe bote 500 ml;70;
CAT-2001;Gel de baño nutritivo Lactovit piel normal y seca;DI-2807;Gel de baño nutritivo original Lactovit botella 750 ml;78;
CAT-2322;Esponja de baño infantil Disney;DI-1608;Esponja de baño infantil Suavipiel bolsa 1 unidad (modelos diferentes);87;
CAT-2332;Esponja de baño dermo agua;DI-1608;Esponja de baño infantil Suavipiel bolsa 1 unidad (modelos diferentes);73;
CAT-2333;Esponjas de baño con jabón;DI-2783;Esponjas de baño exfoliante suave Dia Imaqe bolsa 2 unidades;76;
CAT-2371;Aceite corporal de almendras 100% natural;DI-2801;Aceite corporal natural anticelulítico ecocert Dia Imaqe botella 100 ml;75;
CAT-2372;Aceite corporal de romero 100% natural;DI-2801;Aceite corporal natural anticelulítico ecocert Dia Imaqe botella 100 ml;79;
CAT-2375;Gel refrescante mentol para pies y piernas;DI-2670;Gel frío calmante para pies y piernas Dia Imaqe tubo 125 ml;71;
CAT-2388;Jabón de manos en pastilla glicerina 100% natural;DI-4123;Jabón de manos Dove pastilla 2 x 90 g;87;
CAT-2982;Jabón de manos en pastilla natural original Heno de Pravia;DI-4123;Jabón de manos Dove pastilla 2 x 90 g;87;
CAT-3332;Gel de baño Hidratante y protector Sanex para todo tipo de piel;DI-1188;Gel de ducha hidratante Sanex Neutro 600 ml;78;
CAT-3665;Crema corporal Nivea;DI-0640;Gel crema depilatorio corporal piel sensible Veet tubo 200 ml;82;
CAT-3668;Gel de manos hidroalcohólico 80% alcohol antiséptico sin aclarado;DI-2233;Gel de manos antiséptico Botikit de Dia bote 100 ml;79;
CAT-3710;Aceite corporal aloe vera;DI-2387;Aceite corporal para bebé Planeta Bebé de Dia botella 500 ml;75;
CAT-4012;Crema depilatoria mujer para el cuerpo piel sensible;DI-0640;Gel crema depilatorio corporal piel sensible Veet tubo 200 ml;77;
CAT-4171;Gel de baño Classic original Magno;DI-3319;Gel de baño Classic Magno botella 600 ml;86;
CAT-1275;Compresa sin alas de incontinencia Maxi Night;DI-3267;Pants de incontinencia plus night talla L Tena bolsa 12 unidades;70;
CAT-2401;Compresa de incontinencia Tena masculina;DI-0768;Pants de incontinencia plus talla M Tena bolsa 9 unidades;74;
CAT-2027;Preparado de carne picada pollo;DI-2705;Carne picada de pollo Selección de Dia 365 g;81;
CAT-0687;Corrector Mate Stick 200 vainilla;DI-3699;Cornetto de vainilla 4 x 60 g;71;
CAT-0455;Cápsulas Alcachofa;DI-4226;Alcachofa 250 g aprox.;72;
CAT-0470;Cápsulas Cola de caballo;DI-1067;Infusión de cola de caballo Pompadour 20 unidades;77;
CAT-3702;Cápsulas Quemagrasas;DI-3682;Infusión quemagrasas Montesanto 25 unidades;71;
CAT-3734;Comprimidos efervescentes magnesio 300 mg sabor naranja;DI-4567;Tang sabor naranja bolsa 30 g;70;
CAT-0587;Agua de colonia Floral Infusion;DI-2949;Agua de colonia Frozen frasco 30 ml;77;
CAT-2345;Agua de colonia S3 Classic fresh;DI-2017;Agua de colonia clásica fresh S3 botella 750 ml;86;
CAT-2299;Champú infantil Kids 3 en 1;DI-3515;Gel y champú infantil 2 en 1 Planeta Bebé de Dia bote 500 ml;88;
CAT-1288;Gel de afeitar Sensitive;DI-0755;Gel de afeitar clásico piel sensible Gillette spray 200 ml;74;
CAT-1981;Espuma de afeitar piel sensible Gillette con aloe vera;DI-0755;Gel de afeitar clásico piel sensible Gillette spray 200 ml;82;
CAT-1982;Gel de afeitar piel sensible Gillette con aloe vera;DI-0755;Gel de afeitar clásico piel sensible Gillette spray 200 ml;86;
CAT-0022;Café en cápsula extra fuerte;DI-1607;Cápsulas de café fuerte Saimaza 20 unidades;78;
CAT-0023;Café en cápsula espresso;DI-3910;Cápsulas intenso espresso Dia Cafetería 16 unidades;78;
CAT-0024;Café en cápsula descafeinado;DI-0851;Café soluble descafeinado en sobres Nescafé 20 g;83;
CAT-0056;Café con leche light sin lactosa;DI-2535;Café con leche Puleva 1 L;80;
CAT-0057;Café con leche espresso;DI-2535;Café con leche Puleva 1 L;80;
CAT-0058;Café con leche cappuccino;DI-3294;Cápsulas de café cappuccino con aroma a caramelo Ubago 16 unidades;86;
CAT-0092;Café soluble classic en sobres;DI-0650;Café soluble cappuccino en sobres Dia Cafetería 125 g;85;
CAT-0098;Café soluble Espresso Creme;DI-3882;Café latte espresso Dia Arom'arte 250 ml;71;
CAT-0101;Café molido fuerte;DI-0185;Café molido mezcla descafeinado Dia Cafetería 250 g;76;
CAT-0155;Cacao en polvo a la taza;DI-3546;Chocolate a la taza en polvo Dia Temptation 400 g;86;
CAT-0183;Café monodosis mezcla;DI-1604;Café molido mezcla Saimaza 250 g;77;
CAT-0184;Café molido natural Climent;DI-0243;Café molido natural Bonka 250 g;86;
CAT-0185;Café molido descafeinado Climent;DI-0185;Café molido mezcla descafeinado Dia Cafetería 250 g;86;
CAT-0187;Café monodosis natural;DI-2611;Café molido natural Saimaza 250 g;78;
CAT-0188;Café monodosis descafeinado natural;DI-1266;Café molido natural descafeinado Saimaza 250 g;85;
CAT-0191;Café molido natural Cafés Valiente;DI-0243;Café molido natural Bonka 250 g;86;
CAT-0193;Café con leche en cápsula Tassimo;DI-2535;Café con leche Puleva 1 L;80;
CAT-0194;Café en cápsula largo Tassimo;DI-1484;Cápsulas de café espresso Marcilla Tassimo 16 unidades;70;
CAT-0195;Café en cápsula espresso Tassimo;DI-1484;Cápsulas de café espresso Marcilla Tassimo 16 unidades;84;
CAT-0196;Café en cápsula descafeinado Tassimo;DI-4060;Cápsulas de café descafeinado Dolce Gusto 30 unidades;78;
CAT-0197;Café en cápsula cortado Tassimo;DI-0270;Cápsulas de café cortado Dolce Gusto 16 unidades;75;
CAT-0198;Café en cápsula ristretto napoli Dolce Gusto;DI-0992;Cápsulas de café grande intenso Dolce Gusto 16 unidades;76;
CAT-0409;Café en cápsula descafeinado espresso;DI-2736;Cápsulas de café espresso intenso descafeinado red Dolce Gusto 30 unidades;83;
CAT-0422;Café en cápsula forte;DI-1544;Cápsulas de café ristretto L'Or 10 unidades;73;
CAT-0423;Café en cápsula extra forte;DI-3915;Cápsulas de café extra intentso Ubago 16 unidades;72;
CAT-0585;Café en cápsula sabor Caramel;DI-3822;Café soluble sabor caramelo Nescafé 95 g;75;
CAT-0995;Café en grano fuerte;DI-0257;Café en grano natural Dia Cafetería 500 g;79;
CAT-1001;Café en cápsula ristretto;DI-1544;Cápsulas de café ristretto L'Or 10 unidades;86;
CAT-1265;Café en cápsula doble espresso;DI-3556;Cápsulas de café espresso Milano Dolce Gusto 14 unidades;76;
CAT-1351;Cortado en cápsula descafeinado;DI-2157;Cápsulas de café descafeinado Dia Arom'arte 20 unidades;77;
CAT-1352;Café con leche en cápsula descafeinado;DI-1385;Cápsulas de café con leche descafeinado Dolce Gusto 16 unidades;83;
CAT-2748;Café en cápsulas doble espresso;DI-1484;Cápsulas de café espresso Marcilla Tassimo 16 unidades;83;
CAT-2749;Café en cápsula cappuccino;DI-0650;Café soluble cappuccino en sobres Dia Cafetería 125 g;82;
CAT-2952;Filtros de café para cafeteras tamaño 2 y 4;DI-1609;Filtros de café Melitta 40 unidades;79;
CAT-3309;Café cortado en cápsula;DI-3929;Cápsulas de café cortado Dia Cafetería 16 unidades;77;
CAT-4045;Café con leche en cápsula;DI-2535;Café con leche Puleva 1 L;83;
CAT-4285;Café en cápsula Colombia;DI-1543;Cápsulas de café Colombia L'Or 10 unidades;85;
CAT-0344;Barritas de cereales con galleta animada;DI-4251;Barritas de cereales con avellanas Gran Dia caja 150 g;76;
CAT-0623;Barritas de avena Crunchy Nature Valley con chocolate negro;DI-1701;Chocolate negro Dolca 100 g;83;
CAT-0982;Barrita con proteínas Enervit Sport sabor chocolate con leche;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-1278;Cereales copos de maíz Corn Flakes 0% azúcares añadidos;DI-4585;Cereales copos de maíz corn flakes Gran Dia caja 500 g;87;
CAT-2673;Barritas de galleta rellenas de arándanos;DI-4520;Barritas de chocolate rellenas de caramelo y galleta Twix bolsa 50 g;85;
CAT-2926;Cereales con salvado de trigo Fibra Sticks;DI-4165;Cereales copos de trigo con fruta y fibra Gran Dia caja 500 g;78;
CAT-3753;Barritas de cereales sabor mango;DI-0019;Barritas de cereales con chocolate con leche Corny caja 120 g;77;
CAT-3779;Cereales estrellas de maíz Stars con miel;DI-4168;Cereales de bolas de maíz con miel Gran Dia caja 500 g;78;
CAT-4043;Copos de avena Brüggen;DI-0070;Copos de avena Gran Dia caja 500 g;78;
CAT-4241;Muesli Crunchy con chocolate;DI-1940;Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites Oreo bolsa 110 g;86;
CAT-4245;Cereales rellenos de chocolate y avellana;DI-0088;Cereales rellenos de cacao y avellana Gran Dia caja 500 g;86;
CAT-4254;Barritas con proteínas Enervit Sport sabor coco y chocolate;DI-2918;Barrita de proteínas de coco y chocolate Just loading bolsa 27 g;73;
CAT-4257;Cereales copos de trigo integral y arroz 0% azúcares añadidos;DI-4323;Arroz integral SOS 1 Kg;88;
CAT-4262;Muesli con quinoa, chía y chocolate negro;DI-1701;Chocolate negro Dolca 100 g;83;
CAT-0319;Golosinas tubos rellenos sabor nata y fresa;DI-3999;Golosinas mini aros de fresa y nata Trolli bolsa 100 g;70;
CAT-4264;Cereales copos de trigo espelta integral 0% azúcares añadidos;DI-2892;Cereales integrales 0% azúcares añadidos mix choco Esgir bolsa 250 g;76;
CAT-0125;Cocktail rodeo;DI-0002;Salsa cocktail Ybarra 225 ml;73;
CAT-0207;Almendra tostada y salada con piel;DI-1387;Almendras tostadas con piel Dia Naturmundo 200 g;78;
CAT-0393;Cacahuete tostado pelado 0% sal añadida;DI-3054;Cacahuetes tostados sin sal añadida Dia Naturmundo 200 g;79;
CAT-0475;Orejones albaricoque;DI-0590;Mermelada de albaricoque extra Dia Fruticampo frasco 390 g;71;
CAT-0724;Dátiles desecados sin hueso;DI-2764;Dátiles sin hueso Dia Naturmundo 250 g;77;
CAT-1016;Ciruelas desecadas sin hueso;DI-0604;Ciruelas deshidratadas sin hueso Dia Naturmundo 200 g;78;
CAT-1287;Pasas sultanas sin semillas;DI-0601;Pasas sultanas Dia Naturmundo 200 g;72;
CAT-1377;Almendra natural sin piel;DI-1430;Almendras al natural con piel Dia Naturmundo 200 g;71;
CAT-1813;Piña deshidratada;DI-4287;Ensaladilla rusa deshidratada Trevijano 110 g;83;
CAT-1828;Almendra tostada 0% sal añadida con piel;DI-2291;Almendras tostadas con piel sin sal Dia Naturmundo 200 g;78;
CAT-1829;Cacahuete tostado con sal;DI-0232;Cacahuete con cáscara sin sal Dia Naturmundo 400 g;81;
CAT-1830;Nuez natural pelada;DI-2678;Nuez pecana Dia Naturmundo 150 g;73;
CAT-1832;Anacardo frito salado;DI-2295;Anacardos fritos Dia Naturmundo 200 g;75;
CAT-1833;Cacahuete tostado 0% sal añadida;DI-3054;Cacahuetes tostados sin sal añadida Dia Naturmundo 200 g;75;
CAT-1837;Pipas girasol tostadas gigante aguasal;DI-0516;Pipas gigantes aguasal Dia Snack Maniac 200 g;74;
CAT-1838;Pipas girasol tostadas gigante con sal;DI-4784;Pipas con sal Grefusa 165 g;76;
CAT-1853;Cacahuete frito con miel;DI-1502;Cacahuete frito salado Dia Naturmundo 250 g;77;
CAT-1854;Pipas de girasol fritas peladas;DI-2054;Pipas peladas Dia Naturmundo 200 g;70;
CAT-1866;Pipas de calabaza natural peladas;DI-2054;Pipas peladas Dia Naturmundo 200 g;70;
CAT-1867;Pipas girasol naturales peladas;DI-2054;Pipas peladas Dia Naturmundo 200 g;70;
CAT-1868;Castañas cocidas y peladas;DI-4035;Castañas peladas y tostadas Dlu Nature 100 g;82;
CAT-1873;Nuez de Brasil natural;DI-3617;Nuez de Brasil Dia Naturmundo 150 g;85;
CAT-1879;Nuez natural;DI-0108;Mozzarella fior di latte 100% natural Dia Selección Mundial 125 g;74;
CAT-1884;Palomitas de maíz dulces para microondas;DI-0351;Palomitas sabor mantequilla para microondas Dia Snack Maniac 270 g;77;
CAT-1885;Cacahuete frito con sal pelado;DI-1502;Cacahuete frito salado Dia Naturmundo 250 g;76;
CAT-1891;Cacahuete frito y salado con piel;DI-1502;Cacahuete frito salado Dia Naturmundo 250 g;80;
CAT-1900;Nuez Pecana natural pelada;DI-2678;Nuez pecana Dia Naturmundo 150 g;75;
CAT-2719;Anacardo tostado 0% sal añadida;DI-3749;Anacardos tostados sin sal añadida Dia Naturmundo 150 g;75;
CAT-3776;Cocktail rumba;DI-0002;Salsa cocktail Ybarra 225 ml;73;
CAT-4023;Pistacho tostado 0% sal añadida;DI-2057;Pistachos tostados sin sal añadida Dia Naturmundo 250 g;77;
CAT-4024;Pistacho tostado con sal;DI-2056;Pistachos tostados con sal Dia Naturmundo 250 g;79;
CAT-4108;Cocktail natural;DI-1016;Sidra natural Cortina 70 cl;70;
CAT-0432;Rosquillas de chocolate con leche y coco;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-0507;Galletas María Integral;DI-1516;Galletas integral con avena y naranja Gullón caja 425 g;85;
CAT-0514;Galletas Biscuit con relleno de crema de chocolate;DI-1940;Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites Oreo bolsa 110 g;79;
CAT-0515;Galletas mini caritas con crema de cacao;DI-1548;Mini galletas de cacao rellenas de crema Galleteca de Dia bolsa 100 g;82;
CAT-0516;Galletas tostadas Tosta Rica;DI-4315;Galletas tostadas Galleteca de Dia paquete 800 g;76;
