id_catalogo,id_dia,nombre_catalogo,tipo,marca_catalogo,nombre_dia,marca_dia,precio_dia,score,motivo
CAT-2227,DI-3569,limpiador antical,marca_blanca,,Limpiador de baño antical Super Paco de Dia spray 600 ml,Super Paco de Dia,1.59,10,"mismo producto marca_blanca, limpiador antical baño, formato spray"
CAT-1401,DI-2504,quitagrasas,marca_fabricante,KH-7,Quitagrasas líquido original KH-7 spray 780 ml,KH-7,3.69,10,"mismo producto exacto, misma marca KH-7, quitagrasas líquido original"
CAT-0420,DI-0359,crema limpiadora vitrocerámicas 5 en 1,marca_fabricante,Vitroclen,Limpiador vitrocerámica crema Vitroclen   botella 200 ml,Vitroclen,3.89,10,"mismo producto exacto, misma marca Vitroclen, limpiador vitrocerámicas crema"
CAT-1974,DI-2196,lavavajillas en gel,marca_blanca,,Lavavajillas máquina gel todo en 1 Super Paco de Dia botella 36 lavados 648 ml,Super Paco de Dia,4.09,10,"mismo producto marca_blanca, lavavajillas en gel, mismo tipo"
CAT-4220,DI-3161,agua destilada,marca_blanca,,Agua destilada Super Paco de Dia garrafa 2 L,Super Paco de Dia,0.9,10,"mismo producto marca_blanca, agua destilada, mismo tipo"
CAT-2311,DI-3568,suavizante planchado fácil,marca_blanca,,Planchado fácil Super Paco de Dia spray 600 ml,Super Paco de Dia,1.95,10,"mismo producto marca_blanca, suavizante planchado fácil, formato spray"
CAT-2182,DI-2206,detergente prendas delicadas líquido,marca_blanca,,Detergente máquina líquido prendas delicadas Super Paco de Dia garrafa 66 lavados,Super Paco de Dia,2.5,10,"mismo producto marca_blanca, detergente líquido prendas delicadas, formato garrafa"
CAT-2165,DI-2934,jabón blando natural quitamanchas,marca_fabricante,Beltrán,Jabón blando quitamanchas natural Beltrán bote 500 g,Beltrán,2.9,10,"mismo producto exacto, misma marca Beltrán, mismo tipo jabón blando quitamanchas"
CAT-1845,DI-2970,comino en grano,marca_blanca,,Comino en grano Dia Vegecampo 50 g,Dia Vegecampo,1.74,10,"mismo producto comino en grano, solo diferente marca y formato"
CAT-1844,DI-3072,comino molido,marca_blanca,,Comino molido Dia Vegecampo 60 g,Dia Vegecampo,1.2,10,"mismo producto comino molido, solo diferente marca y formato"
CAT-1843,DI-0575,azafrán molido,marca_blanca,,Azafrán molido Pote 4 sobres 100 mg,Pote,2.75,10,"mismo producto azafrán molido, solo diferente marca y formato"
CAT-1840,DI-3024,pimentón dulce de la Vera,marca_blanca,,Pimentón dulce de La Vera Dia Vegecampo 75 g,Dia Vegecampo,1.85,10,"mismo producto pimentón dulce de la Vera, solo diferente marca y formato"
CAT-0978,DI-1729,panela azúcar moreno de caña integral,marca_blanca,,Panela azúcar moreno de caña integral Azucarera bolsa 500 g,Azucarera,2.09,10,"mismo producto panela azúcar moreno de caña integral, solo diferente marca y formato"
CAT-0973,DI-1899,azúcar blanco en sobres,marca_blanca,,Azúcar blanco en sobres Dia caja 300 g,Dia,1.25,10,"mismo producto azúcar blanco en sobres, solo diferente formato/tamaño"
CAT-3169,DI-1036,pasta estrellas,marca_blanca,,Pasta de estrellas Gallo 450 g,Gallo,1.25,10,"mismo producto pasta estrellas, solo diferente marca y formato"
CAT-3115,DI-3581,pajaritas vegetales,marca_blanca,,Pajaritas vegetales Dia Al Diante 500 g,Dia Al Diante,1.1,10,"mismo producto pajaritas vegetales, solo diferente formato/tamaño"
CAT-3109,DI-2684,fideo grueso,marca_blanca,,Fideo grueso Dia Al Diante 500 g,Dia Al Diante,0.8,10,"mismo producto fideo grueso, solo diferente formato/tamaño"
CAT-3105,DI-0538,fideuá,marca_blanca,,Fideuá Carretilla 250 g,Carretilla,3.25,10,"mismo producto fideuá, solo diferente marca y formato"
CAT-3101,DI-4369,macarrón,marca_blanca,,Macarrón Dia Al Diante 1 Kg,Dia Al Diante,1.2,10,"mismo producto, misma categoría pasta, solo diferente formato/tamaño"
CAT-0376,DI-3065,remolacha en tiras,marca_blanca,,Remolacha en tiras Rioverde 180 g,Rioverde,1.45,10,"mismo producto exacto, remolacha en tiras"
CAT-3357,DI-1675,tiramisú,marca_blanca,,Tiramisú Dia Caprichoso pack 2 x 90 g,Dia Caprichoso,1.35,10,"mismo producto (tiramisú), marca no importa en marca_blanca"
CAT-1113,DI-2378,postre de soja sabor mango sin azúcar,marca_fabricante,Alpro,Postre de soja sabor mango sin azúcar Alpro vaso 400 g,Alpro,2.59,10,"mismo producto (postre soja mango sin azúcar Alpro), marca coincide"
CAT-0391,DI-1754,postre de soja sabor vainilla,marca_blanca,,Postre de soja sabor vainilla Alpro vaso 400 g,Alpro,2.29,10,"mismo producto (postre soja vainilla), marca no importa en marca_blanca"
CAT-2932,DI-2290,margarina con sal,marca_blanca,,Margarina con sal Tulipán 400 g,Tulipán,2.95,10,"mismo producto (margarina con sal), marca no importa en marca_blanca"
CAT-1073,DI-4449,margarina ligera,marca_blanca,,Margarina ligera Diasol 500 g,Diasol,1.45,10,"mismo producto (margarina ligera), marca no importa en marca_blanca"
CAT-2937,DI-4215,leche condensada,marca_blanca,,Leche condensada La lechera 450 g,La lechera,3.89,10,"mismo producto (leche condensada), marca no importa en marca_blanca"
CAT-2709,DI-2559,bebida de avena sin azúcar,marca_blanca,,Bebida de avena sin azúcar Alpro 1 L,Alpro,1.79,10,"mismo producto marca_blanca, bebida avena sin azúcar Alpro 1 L"
CAT-1413,DI-2557,bebida almendras sin azúcar,marca_blanca,,Bebida de almendras sin azúcar Alpro 1 L,Alpro,1.89,10,"mismo producto marca_blanca, bebida almendras sin azúcar Alpro 1 L"
CAT-1300,DI-0207,bebida láctea sabor canela y limón,marca_blanca,,Bebida sabor canela y limón Dia 1 L,Dia,1.69,10,"mismo producto marca_blanca, bebida sabor canela y limón 1 L"
CAT-1299,DI-3450,batido sabor vainilla,marca_blanca,,Batido alto en proteínas sabor vainilla Dia Láctea botella 330 ml,Dia Láctea,1.3,10,"mismo producto marca_blanca, batido sabor vainilla"
CAT-0089,DI-2036,leche semidesnatada fresca,marca_blanca,,Leche fresca semidesnatada Dia Láctea botella 1 L,Dia Láctea,1.09,10,"mismo producto marca_blanca, leche fresca semidesnatada 1 L"
CAT-2650,DI-0324,queso en porciones,marca_blanca,,Queso en porciones La Vaca que ríe 250 g,La Vaca que ríe,2.99,10,"mismo producto, queso en porciones, marca diferente no aplica (marca_blanca)"
CAT-2619,DI-4513,queso en porciones mini,marca_fabricante,Babybel,Queso mini Babybel 120 g,Babybel,2.89,10,"mismo producto exacto, queso mini Babybel, marca coincide"
CAT-2616,DI-0900,queso en porciones light,marca_blanca,,Queso en porciones light La Vaca que ríe 250 g,La Vaca que ríe,2.99,10,"mismo producto, queso en porciones light, marca diferente no aplica (marca_blanca)"
CAT-2611,DI-3751,queso untar sin lactosa de vaca,marca_blanca,,Queso de untar natural sin lactosa Arla 200 g,Arla,2.15,10,"mismo producto, queso untar sin lactosa, marca diferente no aplica (marca_blanca)"
CAT-2609,DI-4411,queso untar de vaca con finas hierbas,marca_blanca,,Queso de untar con finas hierbas Philadelphia 150 g,Philadelphia,2.49,10,"mismo producto, queso untar con finas hierbas, marca diferente no aplica (marca_blanca)"
CAT-2600,DI-0248,crema de queso camembert,marca_blanca,,Crema de queso camembert Dia Láctea 125 g,Dia Láctea,1.49,10,"mismo producto exacto, crema de queso camembert marca blanca"
CAT-2598,DI-1857,queso en polvo especial para pasta mezcla,marca_blanca,,Queso en polvo especial pasta Dia Láctea 150 g,Dia Láctea,1.3,10,"mismo producto (queso polvo pasta mezcla), marca no importa en marca_blanca"
CAT-2592,DI-4279,queso untar light,marca_fabricante,Philadelphia,Queso de untar light Philadelphia 250 g,Philadelphia,2.78,10,"mismo producto (queso untar light Philadelphia), marca coincide"
CAT-2591,DI-1103,queso untar original,marca_fabricante,Philadelphia,Queso de untar original Philadelphia 350 g,Philadelphia,3.69,10,"mismo producto (queso untar original Philadelphia), marca coincide"
CAT-2588,DI-4769,queso fundido con palitos,marca_fabricante,La vaca que ríe,Queso fundido con palitos de pan La Vaca que ríe 140 g,La Vaca que ríe,2.59,10,"mismo producto (queso fundido con palitos La Vaca que ríe), marca coincide"
CAT-2536,DI-1904,queso fresco de cabra,marca_blanca,,Queso fresco de cabra Dia El Cencerro 250 g,Dia El Cencerro,2.9,10,"mismo producto (queso fresco cabra), marca no importa en marca_blanca"
CAT-2519,DI-0260,queso rulo de cabra,marca_blanca,,Rulo de queso de cabra Dia Láctea 140 g,Dia Láctea,1.79,10,"mismo producto (rulo queso cabra), marca no importa en marca_blanca"
CAT-2778,DI-4267,placas para canelones,marca_fabricante,El Pavo,Placas para canelones El pavo 125 g,El pavo,1.35,10,"mismo producto exacto, marca coincide (El Pavo)"
CAT-2551,DI-4498,arroz largo,marca_blanca,,Arroz largo Dia Arrozona 1 Kg,Dia Arrozona,1.25,10,"mismo producto exacto, arroz largo"
CAT-2084,DI-1744,noodles de arroz,marca_blanca,,Noodles de arroz Dia Selección Mundial 200 g,Dia Selección Mundial,1.45,10,"mismo producto exacto, noodles de arroz"
CAT-2178,DI-0013,"aceite de girasol refinado 0,2°",marca_blanca,,Aceite refinado de girasol Diasol 1 L,Diasol,1.75,10,"mismo producto exacto, aceite de girasol refinado"
CAT-0963,DI-4386,sal gruesa,marca_blanca,,Sal gruesa Dia 1 Kg,Dia,0.4,10,"mismo producto exacto, sal gruesa"
CAT-2014,DI-3677,té negro con canela,marca_blanca,,Té negro con canela Dia Tetería 25 unidades,Dia Tetería,1.4,10,"mismo producto exacto, marca blanca vs Dia Tetería (mismo contenido)"
CAT-3835,DI-4604,manzana roja dulce,marca_blanca,,Manzana roja dulce selección granel 500 g aprox.,DIA,1.35,10,"mismo producto exacto, misma variedad (manzana roja dulce)"
CAT-1365,DI-3144,bífidus desnatado probióticos natural sin azúcar,marca_fabricante,Activia,Bífidus natural desnatado Activia pack 8 x 120 g,Activia,3.99,10,"mismo producto exacto, misma marca Activia, mismo tipo de bífidus desnatado"
CAT-1364,DI-0210,bífidus desnatado probióticos natural edulcorado sin azúcar,marca_fabricante,Activia,Bífidus natural desnatado edulcorado Activia vaso 8 x 120 g,Activia,3.99,10,"mismo producto exacto, bífidus Activia natural desnatado edulcorado"
CAT-1264,DI-1680,postre lácteo sin lactosa sabor fresa,marca_blanca,,Postre sin lactosa sabor fresa Dia Láctea pack 4 x 125 g,Dia Láctea,1.45,10,"mismo producto exacto, postre lácteo sin lactosa sabor fresa marca blanca"
CAT-1206,DI-0333,yogur natural,marca_blanca,,Yogur natural desnatado Dia Láctea pack 6 x 125 g,Dia Láctea,0.99,10,"mismo producto exacto, yogur natural marca blanca"
CAT-1052,DI-0435,yogur griego con fresa,marca_blanca,,Yogur griego con fresa Dia Fidias pack 6 x 125 g,Dia Fidias,1.7,10,"mismo producto exacto, yogur griego con fresa marca blanca"
CAT-1051,DI-0434,yogur griego natural,marca_blanca,,Yogur griego natural Dia Fidias pack 6 x 125 g,Dia Fidias,1.55,10,"mismo producto exacto, yogur griego natural marca blanca"
CAT-1037,DI-3778,yogur natural de cabra,marca_blanca,,Yogur natural de cabra Dia Láctea pack 2 x 125 g,Dia Láctea,1.59,10,"mismo producto exacto, yogur natural de cabra marca blanca"
CAT-1033,DI-0468,yogur natural,marca_fabricante,Danone,Yogur natural Danone pack 4 x 120 g,Danone,1.0,10,"mismo producto exacto, yogur natural Danone, marca coincide"
CAT-1018,DI-1227,yogur sabor fresa,marca_fabricante,Danone,Yogur sabor fresa Danone pack 4 x 120 g,Danone,1.0,10,"mismo producto exacto, yogur sabor fresa Danone, marca coincide"
CAT-1015,DI-0008,yogur sabores,marca_blanca,,Yogur sabores Dia Láctea pack 16 x 125 g,Dia Láctea,2.4,10,"mismo producto exacto, yogur sabores marca blanca"
CAT-2655,DI-1435,queso fresco Burgos sin lactosa,marca_blanca,,Queso fresco de Burgos sin lactosa Dia Láctea 4 x 62.5 g,Dia Láctea,1.49,10,"mismo producto exacto, queso fresco Burgos sin lactosa marca blanca"
CAT-3902,DI-3355,magdalenas sin gluten,marca_blanca,,Magdalenas sin gluten El molino de Dia bolsa 160 g,El molino de Dia,1.79,10,"magdalenas sin gluten, mismo producto, catálogo es marca_blanca"
CAT-3895,DI-1034,sobaos,marca_blanca,,Sobaos Vega pas bolsa 450 g,Vega pas,3.15,10,"sobaos, mismo producto, catálogo es marca_blanca"
CAT-3841,DI-4760,ensaimadas,marca_blanca,,Ensaimadas El molino de Dia bolsa 220 g,El molino de Dia,1.19,10,"ensaimadas, mismo producto, catálogo es marca_blanca"
CAT-3839,DI-0067,valencianas,marca_blanca,,Magdalenas valencianas El molino de Dia bolsa 350 g,El molino de Dia,1.39,10,"magdalenas valencianas, mismo producto, catálogo es marca_blanca"
CAT-3015,DI-0066,magdalenas,marca_blanca,,Magdalenas cuadradas El molino de Dia bolsa 350 g,El molino de Dia,1.59,10,"magdalenas, mismo producto, catálogo es marca_blanca"
CAT-1348,DI-4447,bizcochos de huevo,marca_blanca,,Bizcochos con huevo Galleteca de Dia bolsa 400 g,Galleteca de Dia,1.75,10,"bizcochos de huevo, mismo producto, catálogo es marca_blanca"
CAT-3027,DI-0511,yogur con frutas,marca_blanca,,Yogur con frutas Dia Láctea pack 8 x 125 g,Dia Láctea,1.99,10,"yogur con frutas, mismo producto, catálogo es marca_blanca"
CAT-2661,DI-2857,yogur griego natural con azúcar de caña,marca_blanca,,Yogur estilo griego natural con azúcar de caña Dia Fidias tarrina 1 kg,Dia Fidias,2.35,10,"yogur griego natural con azúcar de caña, mismo producto, catálogo es marca_blanca"
CAT-0482,DI-2456,soja texturizada,marca_fabricante,Luengo,Soja texturizada Luengo 200 g,Luengo,2.7,10,"soja texturizada Luengo, mismo producto exacto, misma marca"
CAT-0523,DI-1041,galletas caramelizadas,marca_fabricante,Lotus Biscoff,Galletas caramelizadas Lotus Biscoff bolsa 124 g,Lotus,1.25,10,"galletas caramelizadas Lotus Biscoff, mismo producto exacto, misma marca"
CAT-0520,DI-0606,galletas María dorada,marca_blanca,,Galletas dorada maría Galleteca de Dia paquete 800 g,Galleteca de Dia,1.39,10,"galletas María dorada, mismo producto, catálogo es marca_blanca"
CAT-0509,DI-0737,tortitas de maíz con chocolate,marca_blanca,,Tortitas de maíz con chocolate negro Dia Naturmundo bolsa 90 g,Dia Naturmundo,1.5,10,"tortitas de maíz con chocolate, mismo producto, catálogo es marca_blanca"
CAT-0111,DI-0118,infusión dormir,marca_blanca,,Infusión dormir Dia Tetería 25 unidades,Dia Tetería,1.3,10,"mismo producto exacto, marca blanca vs Dia Tetería (mismo contenido)"
CAT-0103,DI-2926,té verde con hierbabuena,marca_blanca,,Té verde con hierbabuena Dia Tetería 25 unidades,Dia Tetería,1.65,10,"mismo producto exacto, marca blanca vs Dia Tetería (mismo contenido)"
CAT-1814,DI-0985,aperitivo de patata sabor original,marca_fabricante,Pringles,Pringles original 165 g,Pringles,2.65,10,"mismo producto exacto marca Pringles original, marca_fabricante coincide"
CAT-0771,DI-2368,patatas light,marca_blanca,,Patatas light Dia Snack Maniac 150 g,Dia Snack Maniac,1.3,10,"mismo producto: patatas light, marca_blanca"
CAT-0603,DI-0478,torreznos,marca_blanca,,Torreznos Tendilla 140 g,Tendilla,2.69,10,"mismo producto: torreznos, solo diferencia de marca"
CAT-4103,DI-0433,mermelada de fresa,marca_blanca,,Mermelada de fresa extra Dia Fruticampo frasco 390 g,Dia Fruticampo,1.5,10,"mismo producto: mermelada fresa extra, marca_blanca"
CAT-4006,DI-1320,mermelada de frambuesa,marca_blanca,,Mermelada de frambuesa extra Dia Fruticampo frasco 320 g,Dia Fruticampo,2.59,10,"mismo producto: mermelada frambuesa extra, marca_blanca"
CAT-2067,DI-1216,mermelada de arándanos,marca_blanca,,Mermelada de arándanos La vieja fabrica frasco 280 g,La vieja fábrica,3.35,10,"mismo producto: mermelada arándanos, marca_blanca"
CAT-1222,DI-0986,mermelada de ciruela y kiwi,marca_blanca,,Mermelada de ciruela y kiwi extra 60% fruta Dia Fruticampo frasco 320 g,Dia Fruticampo,1.99,10,"mismo producto: mermelada ciruela y kiwi, marca_blanca"
CAT-4025,DI-0977,picos integrales,marca_blanca,,Picos integrales con aceite de oliva El molino de Dia 200 g,El molino de Dia,0.99,10,"mismo producto: picos integrales, diferencia solo de tamaño"
CAT-3854,DI-0262,picos,marca_blanca,,Pan de picos El molino de Dia 260 g,El molino de Dia,0.69,10,"mismo producto: picos, diferencia solo de tamaño"
CAT-0392,DI-3063,picos sin gluten,marca_blanca,,Picos de pan sin gluten El molino de Dia 100 g,El molino de Dia,1.39,10,"mismo producto: picos sin gluten, solo diferencia de formato/tamaño"
CAT-3086,DI-4111,filetes de panga ultracongelados,marca_blanca,,Filetes de panga ASC 480 g,DIA,2.59,10,filetes de panga ultracongelados mismo producto exacto
CAT-4190,DI-1563,surtido bombones caja roja,marca_fabricante,Nestlé,Bombones surtidos Nestlé Caja Roja caja 198 g,Nestlé,5.95,10,"bombones Nestlé caja roja mismo producto exacto, marca coincide"
CAT-4005,DI-4420,pan tostado integral,marca_blanca,,Pan tostado integral El molino de Dia 270 g,El molino de Dia,1.39,10,pan tostado integral mismo producto exacto
CAT-3941,DI-0831,barra de pan,marca_blanca,,Barra de pan El molino de Dia 125 g,El molino de Dia,0.29,10,barra de pan mismo producto exacto
CAT-3864,DI-3769,pan hot dog,marca_blanca,,Pan hot dog El molino de Dia 220 g,El molino de Dia,0.6,10,pan hot dog mismo producto exacto
CAT-3789,DI-0414,tortillas de trigo,marca_blanca,,Tortillas de trigo Dia Al Punto 320 g,Dia Al Punto,1.02,10,tortillas de trigo mismo producto exacto
CAT-2699,DI-2962,pan de hamburguesa brioche,marca_blanca,,Pan de hamburguesa brioche El molino de Dia 300 g,El molino de Dia,1.69,10,"mismo producto exacto, mismo tipo y formato"
CAT-1384,DI-4652,pan de molde integral sin corteza,marca_blanca,,Pan de molde trigo integral sin corteza El molino de Dia 450 g,El molino de Dia,1.23,10,"pan de molde integral sin corteza, mismo producto, catálogo es marca_blanca"
CAT-0510,DI-2136,galletas mini chocolate y crema,marca_fabricante,Oreo,Mini galletas rellenas de crema Oreo caja 160 g,Oreo,1.91,10,"mismo producto exacto marca Oreo, mini galletas rellenas"
CAT-1897,DI-2538,semillas sésamo tostado,marca_blanca,,Semillas de sésamo tostado Ecocesta bolsa 250 g,Ecocesta,2.99,10,"mismo producto exacto, solo diferencia de marca (marca_blanca)"
CAT-2087,DI-0380,cereales de arroz inflado con chocolate,marca_fabricante,Kellogg's,Cereales de arroz inflado Kellogg's Choco Krispies caja 420 g,Kellogg's,3.65,10,mismo producto exacto (cereales arroz inflado chocolate Kellogg's Choco Krispies)
CAT-2010,DI-1419,cereales copos de trigo integral y arroz classic,marca_fabricante,Special K,Cereales copos de trigo integral y arroz Kellogg's Special K caja 335 g,Kellogg's,2.49,10,mismo producto exacto (cereales copos de trigo integral y arroz Special K Kellogg's)
CAT-1881,DI-1523,cilantro,marca_blanca,,Cilantro bandeja 20 g,DIA,1.29,10,"mismo producto (cilantro fresco), marca blanca, solo diferencia de presentación"
CAT-1683,DI-2894,ron añejo,marca_fabricante,Negrita,Ron añejo Negrita 50 cl,Negrita,7.19,10,"mismo producto exacto (ron añejo Negrita), marca fabricante coincide, solo diferencia de formato"
CAT-3786,DI-0569,tabulé oriental,marca_blanca,,Tabulé oriental Pierre Martinet 200 g,Pierre Martinet,1.79,10,"mismo producto (tabulé oriental), marca blanca, solo diferencia de marca fabricante"
CAT-3782,DI-3066,tortilla de patata,marca_blanca,,Tortilla de patata estilo casero 41% huevo Dia Al Punto 600 g,Dia Al Punto,3.29,10,"mismo producto (tortilla de patata), marca blanca, solo diferencia de marca fabricante y pequeña variación en descripción"
CAT-3321,DI-2542,callos a la madrileña,marca_blanca,,Callos a la madrileña Gancedo 500 g,Gancedo,3.95,10,"mismo producto (callos a la madrileña), marca blanca, solo diferencia de marca fabricante"
CAT-2460,DI-2114,pastel de atún,marca_blanca,,Pastel de atún Dia Al Punto 260 g,Dia Al Punto,2.89,10,"mismo producto (pastel de atún), marca blanca, solo diferencia de marca fabricante"
CAT-2313,DI-0758,lasaña boloñesa,marca_blanca,,Lasaña boloñesa La cocinera 500 g,La cocinera,3.49,10,"mismo producto (lasaña boloñesa), marca blanca, solo diferencia de marca fabricante"
CAT-1471,DI-0241,fabada,marca_blanca,,Fabada asturiana Dia Al Punto 865 g,Dia Al Punto,2.95,10,"mismo producto (fabada asturiana), marca blanca, solo diferencia de marca fabricante"
CAT-1470,DI-4260,lentejas a la riojana,marca_blanca,,Lentejas a la riojana Litoral 430 g,Litoral,2.35,10,"mismo producto (lentejas a la riojana), marca blanca, solo diferencia de marca fabricante"
CAT-1260,DI-3919,arroz de secreto ibérico con setas,marca_blanca,,Arroz con secreto ibérico y setas 350 g,DIA,3.49,10,arroz con secreto ibérico y setas mismo producto exacto
CAT-0438,DI-2320,pollo asado troceado,marca_blanca,,Pollo asado troceado Bonchef 1.2 Kg,Bonchef,8.39,10,pollo asado troceado mismo producto exacto
CAT-0436,DI-4015,alitas de pollo asadas,marca_blanca,,Alitas asadas de pollo Bonchef 500 g,Bonchef,4.4,10,alitas asadas de pollo mismo producto exacto
CAT-0192,DI-0062,café en cápsula descafeinado espresso intenso,marca_fabricante,Dolce Gusto,Cápsulas de café expresso descafeinado intenso Dolce Gusto 16 unidades,Nescafé,5.29,10,mismo producto exacto (café en cápsula descafeinado espresso intenso Dolce Gusto)
CAT-0186,DI-0243,café molido natural,marca_fabricante,Bonka,Café molido natural Bonka 250 g,Bonka,5.49,10,"mismo producto exacto (café molido natural Bonka), misma marca"
CAT-0220,DI-0350,chocolate con leche con galleta,marca_fabricante,Milka,Chocolate con leche relleno de galleta choco-swing Milka 300 g,Milka,4.49,10,"mismo producto exacto (chocolate con leche con galleta Milka), misma marca"
CAT-0352,DI-1223,cacao soluble instantáneo,marca_fabricante,Nesquik,Cacao soluble instantáneo Nesquik 390 g,Nesquik,4.19,10,mismo producto fabricante Nesquik: cacao soluble instantáneo
CAT-0635,DI-4011,café en grano Colombia,marca_blanca,,Café en grano Colombia L'Or 500 g,L'Or,15.99,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0870,DI-0902,macedonia de verduras,marca_blanca,,Macedonia de verduras Dia Vegecampo 325 g,Dia Vegecampo,0.9,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0867,DI-0292,maíz dulce,marca_blanca,,Maíz dulce Dia Vegecampo 285 g,Dia Vegecampo,0.99,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0865,DI-2051,champiñón entero,marca_blanca,,Champiñón entero bandeja 250 g,DIA,1.49,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0864,DI-0805,champiñones laminados,marca_blanca,,Champiñones laminados Dia Vegecampo 185 g,Dia Vegecampo,1.0,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0851,DI-0856,guisantes extra,marca_blanca,,Guisantes extra finos Bonduelle 465 g,Bonduelle,3.99,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0831,DI-0843,judías verdes redondas,marca_blanca,,Judías verdes redondas Dia Vegecampo 360 g,Dia Vegecampo,1.2,10,"mismo producto (judías verdes redondas), marca blanca, solo diferencia de marca fabricante"
CAT-0829,DI-0370,judías verdes planas,marca_blanca,,Judías verdes planas Dia Vegecampo 360 g,Dia Vegecampo,1.2,10,"mismo producto (judías verdes planas), marca blanca, solo diferencia de marca fabricante"
CAT-0606,DI-0356,pepinillos agridulces,marca_blanca,,Pepinillos agridulces Dia Vegecampo 360 g,Dia Vegecampo,1.6,10,"mismo producto (pepinillos agridulces), marca blanca, solo diferencia de marca fabricante"
CAT-0742,DI-2863,caldo de verduras en pastillas,marca_blanca,,Pastillas de caldo de verduras Dia Al Punto 12 unidades,Dia Al Punto,0.9,10,"mismo producto (caldo de verduras en pastillas), marca blanca, solo diferencia de marca fabricante"
CAT-0853,DI-3702,bebida isotónica melocotón rojo,marca_fabricante,Aquarius,Aquarius de melocotón rojo 1.5 L,Aquarius,2.1,10,"mismo producto exacto (Aquarius melocotón rojo), marca fabricante coincide, solo diferencia de formato"
CAT-0883,DI-0546,crema de cacahuete 100%,marca_blanca,,Crema de cacahuete Capitán Mani bote 340 g,Capitán Mani,3.19,10,"mismo producto (crema de cacahuete 100%), marca blanca, solo diferencia de marca fabricante"
CAT-0779,DI-1584,cerveza especial,marca_fabricante,Estrella Galicia,Cerveza Estrella Galicia 33 cl,Estrella Galicia,0.9,10,"mismo producto exacto (cerveza Estrella Galicia), marca fabricante coincide, solo diferencia de formato"
CAT-2529,DI-2450,arroz vaporizado,marca_blanca,,Arroz vaporizado Brillante 1 Kg,Brillante,1.99,10,"mismo producto (arroz vaporizado), marca blanca, solo diferencia de marca fabricante"
CAT-0090,DI-2035,leche entera fresca,marca_blanca,,Leche fresca entera Dia Láctea botella 1 L,Dia Láctea,1.15,10,"mismo producto marca_blanca, leche entera fresca, formato idéntico"
CAT-0876,DI-2097,detergente ropa líquido,marca_fabricante,Ariel,Detergente máquina líquido original Ariel botella 35 lavados,Ariel,10.49,10,"mismo producto exacto, misma marca Ariel, detergente líquido para ropa"
CAT-0898,DI-0470,mostaza de dijon,marca_blanca,,Mostaza Dijon original Maille 215 g,Maille,3.59,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0891,DI-4274,allioli,marca_fabricante,Chovi,Alioli Chovi 180 g,Chovi,1.55,10,"mismo producto, misma marca (Chovi), marca_fabricante coincide"
CAT-0890,DI-2534,sazonador para burritos,marca_blanca,,Sazonador para burritos suave Old El Paso 40 g,Old El Paso,1.39,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0119,DI-3678,infusión hinojo,marca_blanca,,Infusión de hinojo Dia Tetería 25 unidades,Dia Tetería,1.3,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0116,DI-1067,infusión cola de caballo,marca_blanca,,Infusión de cola de caballo Pompadour 20 unidades,Pompadour,2.89,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0734,DI-0409,miel de flores,marca_blanca,,Miel de flores antigoteo Mielove de Dia frasco 500 g,Mielove de Dia,3.19,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0660,DI-1327,mermelada de tomate,marca_blanca,,Mermelada de tomate extra Dia Fruticampo frasco 320 g,Dia Fruticampo,1.42,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0658,DI-0590,mermelada de albaricoque,marca_blanca,,Mermelada de albaricoque extra Dia Fruticampo frasco 390 g,Dia Fruticampo,1.46,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0743,DI-0404,galletas de cacao rellenas de crema,marca_blanca,,Galletas de cacao rellenas de crema Oreo caja 220 g,Oreo,2.6,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0614,DI-0112,barquillos rellenos sabor nata,marca_blanca,,Barquillos rellenos de nata Artiach Artinata caja 210 g,Artiach,2.49,10,"mismo producto, marca_blanca compara solo tipo"
CAT-0574,DI-4315,galletas tostadas,marca_blanca,,Galletas tostadas Galleteca de Dia paquete 800 g,Galleteca de Dia,1.39,10,"mismo producto, marca_blanca compara solo tipo"
CAT-1668,DI-3579,whisky escocés,marca_fabricante,Cutty Sark,Whisky Cutty sark 50 cl,Cutty sark,8.89,10,"mismo producto exacto, misma marca Cutty Sark, whisky escocés"
CAT-1667,DI-1017,whisky escocés black label,marca_fabricante,Johnnie Walker,Whisky black label Johnnie Walker 70 cl,Johnnie Walker,28.9,10,"mismo producto exacto, misma marca Johnnie Walker, whisky black label"
CAT-1666,DI-4782,whisky escocés,marca_fabricante,J&B,Whisky J&B 70 cl,J&b,13.49,10,"mismo producto exacto, misma marca J&B, whisky escocés"
