id;nombre;categoria;subcategoria
GEN-2094;Claras de huevo líquidas pasteurizadas;Lácteos y Huevos;Huevos
GEN-2095;Zumo de naranja recién exprimido;Frutas y Verduras;Fruta
GEN-2096;Zumo pura naranja;Frutas y Verduras;Fruta
GEN-2097;Zumo pura naranja con pulpa;Frutas y Verduras;Fruta
GEN-2098;Bebida Florida;Bebidas;Zumos
GEN-2099;Bebida de naranja sin azúcares añadidos;Frutas y Verduras;Fruta
GEN-2100;Zumo de naranja;Frutas y Verduras;Fruta
GEN-2101;Zumo de clementina;Bebidas;Zumos
GEN-2102;Tomate frito;Frutas y Verduras;Verduras
GEN-2103;Tomate frito receta artesana;Frutas y Verduras;Verduras
GEN-2104;Tomate frito estilo casero;Frutas y Verduras;Verduras
GEN-2105;Tomate frito con aceite de oliva;Frutas y Verduras;Verduras
GEN-2106;Tomate frito sin azúcares añadidos;Frutas y Verduras;Verduras
GEN-2107;Salsa Barbacoa;Despensa;Salsas, caldos y condimentos preparados
GEN-2108;Salsa pimienta verde;Despensa;Salsas, caldos y condimentos preparados
GEN-2109;Salsa Burger;Carnicería y Charcutería;Carne preparada
GEN-2110;Salsa Piri Piri;Despensa;Salsas, caldos y condimentos preparados
GEN-2111;Salsa curry Tikka Masala picante;Despensa;Salsas, caldos y condimentos preparados
GEN-2112;Salsa Brasa & Sabor;Despensa;Salsas, caldos y condimentos preparados
GEN-2113;Salsa Pesto con albahaca;Frutas y Verduras;Verduras
GEN-2114;Salsa de tomate Boloñesa;Frutas y Verduras;Verduras
GEN-2115;Salsa de tomate con Albahaca;Frutas y Verduras;Verduras
GEN-2116;Salsa fresca Trufa;Despensa;Salsas, caldos y condimentos preparados
GEN-2117;Salsa fresca Queso;Lácteos y Huevos;Quesos
GEN-2118;Salsa fresca Pesto con albahaca;Frutas y Verduras;Verduras
GEN-2119;Salsa fresca Setas;Frutas y Verduras;Setas
GEN-2120;Salsa fresca Carbonara;Despensa;Salsas, caldos y condimentos preparados
GEN-2121;Salsa de Soja;Despensa;Salsas, caldos y condimentos preparados
GEN-2122;Salsa Teriyaki;Despensa;Salsas, caldos y condimentos preparados
GEN-2123;Salsa Thai Chili dulce J-Lek;Despensa;Salsas, caldos y condimentos preparados
GEN-2124;Salsa de Soja sin gluten;Despensa;Salsas, caldos y condimentos preparados
GEN-2125;Salsa Yogur;Lácteos y Huevos;Yogures
GEN-2126;Salsa Mexicana;Despensa;Salsas, caldos y condimentos preparados
GEN-2127;Salsa Ranch;Despensa;Salsas, caldos y condimentos preparados
GEN-2128;Salsa César;Despensa;Salsas, caldos y condimentos preparados
GEN-2129;Aliño de aceite con perejil y ajo;Frutas y Verduras;Verduras
GEN-2130;Salsa Miel y Mostaza;Desayuno y Snack;Mermelada y Miel
GEN-2131;Salsa de Trufa;Despensa;Salsas, caldos y condimentos preparados
GEN-2132;Salsa Gajo Rústica;Frutas y Verduras;Verduras
GEN-2133;Salsa de Queso;Lácteos y Huevos;Quesos
GEN-2134;Chili con carne;Platos preparados;Platos preparados refrigerados
GEN-2135;Salsa Cocktail;Despensa;Salsas, caldos y condimentos preparados
GEN-2136;Carne de pimiento choricero;Frutas y Verduras;Verduras
GEN-2137;Pasta de sésamo Tahini;Despensa;Arroz, pasta y quinoa
GEN-2138;Queso curado mezcla;Lácteos y Huevos;Quesos
GEN-2139;Queso curado mezcla cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2140;Queso grana padano Zanetti;Lácteos y Huevos;Quesos
GEN-2141;Queso viejo tostado mezcla;Lácteos y Huevos;Quesos
GEN-2142;Queso curado y cheddar en dados;Lácteos y Huevos;Quesos
GEN-2143;Queso viejo de oveja;Lácteos y Huevos;Quesos
GEN-2144;Queso añejo fuerte de oveja;Lácteos y Huevos;Quesos
GEN-2145;Queso viejo intenso mezcla;Lácteos y Huevos;Quesos
GEN-2146;Tabla de quesos nacionales;Lácteos y Huevos;Quesos
GEN-2147;Queso viejo ahumado de oveja;Lácteos y Huevos;Quesos
GEN-2148;Queso Arzúa-Ulloa de vaca Punteiro;Lácteos y Huevos;Quesos
GEN-2149;Queso curado cheddar;Lácteos y Huevos;Quesos
GEN-2150;Queso madurado de cabra con pimentón de la Vera Villa Noble;Lácteos y Huevos;Quesos
GEN-2151;Queso curado DOP manchego de oveja;Lácteos y Huevos;Quesos
GEN-2152;Queso grana padano en escamas;Lácteos y Huevos;Quesos
GEN-2153;Queso añejo tostado mezcla;Lácteos y Huevos;Quesos
GEN-2154;Queso curado mezcla madurado en madera;Lácteos y Huevos;Quesos
GEN-2155;Queso añejo ibérico mezcla cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2156;Queso curado mezcla con trufa;Lácteos y Huevos;Quesos
GEN-2157;Queso curado mezcla afrutado cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2158;Queso mezcla semicurado;Lácteos y Huevos;Quesos
GEN-2159;Queso semicurado mezcla;Lácteos y Huevos;Quesos
GEN-2160;Queso semicurado mezcla cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2161;Queso semicurado de cabra;Lácteos y Huevos;Quesos
GEN-2162;Queso semicurado sin lactosa mezcla;Lácteos y Huevos;Quesos
GEN-2163;Queso semicurado de oveja;Lácteos y Huevos;Quesos
GEN-2164;Queso emmental de vaca;Lácteos y Huevos;Quesos
GEN-2165;Queso tierno de vaca cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2166;Queso tierno tronchón mezcla;Lácteos y Huevos;Quesos
GEN-2167;Queso tierno mezcla;Lácteos y Huevos;Quesos
GEN-2168;Queso tierno mezcla cortado en cuñitas;Lácteos y Huevos;Quesos
GEN-2169;Queso tierno bajo en sal mezcla;Frutas y Verduras;Verduras
GEN-2170;Queso tierno maasdam de vaca Holland Corona;Lácteos y Huevos;Quesos
GEN-2171;Queso tierno gouda de vaca;Lácteos y Huevos;Quesos
GEN-2172;Queso tierno bola edam de vaca Holland Corona;Lácteos y Huevos;Quesos
GEN-2173;Queso tierno de cabra;Lácteos y Huevos;Quesos
GEN-2174;Snack de queso madurado de vaca;Lácteos y Huevos;Quesos
GEN-2175;Mix frutos rojos ultracongeladas;Congelados;Verduras congeladas
GEN-2176;Fresas enteras ultracongeladas;Frutas y Verduras;Fruta
GEN-2177;Arándanos enteros ultracongelados;Frutas y Verduras;Fruta
GEN-2178;Mix frutas tropical ultracongeladas;Congelados;Verduras congeladas
GEN-2179;Dúo frutas fresa y plátano congeladas;Frutas y Verduras;Fruta
GEN-2180;Ensaladilla ultracongelada;Platos preparados;Ensaladas listas
GEN-2181;Garrofón ultracongelado;Congelados;Verduras congeladas
GEN-2182;Guisante muy tierno ultracongelado;Frutas y Verduras;Verduras
GEN-2183;Guisante fino ultracongelado;Frutas y Verduras;Verduras
GEN-2184;Judía verde plana ultracongelada;Frutas y Verduras;Verduras
GEN-2185;Cebolla troceada ultracongelada;Frutas y Verduras;Verduras
GEN-2186;Judía verde redonda ultracongelada;Frutas y Verduras;Verduras
GEN-2187;Ajo tierno ultracongelado;Frutas y Verduras;Verduras
GEN-2188;Alcachofa troceada ultracongelada;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2189;Espinaca en porciones ultracongelada;Frutas y Verduras;Verduras
GEN-2190;Espinaca picada en porciones ultracongelada;Frutas y Verduras;Verduras
GEN-2191;Menestra de verduras ultracongelada;Congelados;Verduras congeladas
GEN-2192;Relleno fajitas pollo, pimientos y cebolla ultracongelado;Frutas y Verduras;Verduras
GEN-2193;Habitas muy tiernas ultracongeladas;Congelados;Verduras congeladas
GEN-2194;Habas fina ultracongelada;Congelados;Verduras congeladas
GEN-2195;Habas baby ultracongelada;Congelados;Verduras congeladas
GEN-2196;Salteado de setas ultracongeladas;Frutas y Verduras;Setas
GEN-2197;Pimiento rojo y verde ultracongelado;Frutas y Verduras;Verduras
GEN-2198;Salteado de verduras asadas ultracongeladas;Frutas y Verduras;Verduras
GEN-2199;Parrillada de verduras ultracongeladas;Congelados;Verduras congeladas
GEN-2200;Maíz dulce ultracongelado;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2201;Espárrago verde troceado ultracongelado;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2202;Salteado de gambas, espárragos verdes, ajos tiernos, champiñón y cebolla ultracongelado;Frutas y Verduras;Verduras
GEN-2203;Brócoli ultracongelado;Frutas y Verduras;Verduras
GEN-2204;Salteado de pollo ultracongelado;Carnicería y Charcutería;Pollo
GEN-2205;Salteado de patata y salchicha ultracongelado;Frutas y Verduras;Verduras
GEN-2206;Ajo troceado ultracongelado;Frutas y Verduras;Verduras
GEN-2207;Alcachofa baby ultracongelada;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2208;Pimientos del piquillo rellenos de bacalao ultracongelados;Frutas y Verduras;Verduras
GEN-2209;Tempura de verduras ultracongelada;Congelados;Verduras congeladas
GEN-2210;Pisto de verduras ultracongelado;Congelados;Verduras congeladas
GEN-2211;Rollitos primavera ultracongelados;Congelados;Verduras congeladas
GEN-2212;Coliflor, brócoli y zanahoria ultracongelada;Frutas y Verduras;Verduras
GEN-2213;Coles de Bruselas ultracongeladas;Frutas y Verduras;Verduras
GEN-2214;Coliflor ultracongelada;Frutas y Verduras;Verduras
GEN-2215;Edamame soja verde ultracongelada;Congelados;Verduras congeladas
GEN-2216;Pimientos del piquillo relleno de carne ultracongelados;Frutas y Verduras;Verduras
GEN-2217;Wok de verduras ultracongelado;Congelados;Verduras congeladas
GEN-2218;Wakame ensalada de alga marina congelada;Frutas y Verduras;Verduras
GEN-2219;Espinacas a la crema ultracongeladas;Frutas y Verduras;Verduras
GEN-2220;Salteado de verduras ultracongelado;Congelados;Verduras congeladas
GEN-2221;Migas de coliflor ultracongeladas;Frutas y Verduras;Verduras
GEN-2222;Gyozas de pollo y verduras congeladas;Carnicería y Charcutería;Pollo
GEN-2223;Parmigiana de berenjena congelada;Frutas y Verduras;Verduras
GEN-2224;Salteado rústico ultracongelado;Congelados;Verduras congeladas
GEN-2225;Patatas prefritas corte fino ultracongeladas;Frutas y Verduras;Verduras
GEN-2226;Patatas prefritas corte grueso ultracongeladas;Frutas y Verduras;Verduras
GEN-2227;Patatas prefritas gajo ultracongeladas;Frutas y Verduras;Verduras
GEN-2228;Patatas fritas horno y air fryer ultracongeladas;Frutas y Verduras;Verduras
GEN-2229;Bastones de batata ultracongelada;Frutas y Verduras;Verduras
GEN-2230;Patatas prefritas Waffle con piel ultracongeladas;Frutas y Verduras;Verduras
GEN-2231;Patatas prefritas Crispy Pops congeladas;Frutas y Verduras;Verduras
GEN-2232;Cereales rellenos de leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2233;Mini cereales rellenos de leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2234;Cereales rellenos de chocolate y avellana;Desayuno y Snack;Cereales para desayuno
GEN-2235;Cereales estrellas de maíz Stars con miel;Desayuno y Snack;Cereales para desayuno
GEN-2236;Cereales copos de maíz Corn Flakes 0% azúcares añadidos;Desayuno y Snack;Cereales para desayuno
GEN-2237;Cereales copos de maíz Corn Flakes Kellogg's;Desayuno y Snack;Cereales para desayuno
GEN-2238;Cereales de arroz inflado Choco Krispies Kellogg's con chocolate;Desayuno y Snack;Cereales para desayuno
GEN-2239;Cereales copos de trigo Chocodays con chocolate;Desayuno y Snack;Cereales para desayuno
GEN-2240;Cereales rellenos de crema de cacao y avellana sin gluten;Desayuno y Snack;Café y cacaos
GEN-2241;Cereales cubiertos de chocolate blanco rellenos con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2242;Copos de avena sin gluten;Desayuno y Snack;Cereales para desayuno
GEN-2243;Copos de avena Brüggen;Desayuno y Snack;Cereales para desayuno
GEN-2244;Cereales copos de trigo integral y arroz Special K Classic;Desayuno y Snack;Cereales para desayuno
GEN-2245;Muesli Crunchy con chocolate;Desayuno y Snack;Cereales para desayuno
GEN-2246;Cereales copos de trigo integral y arroz 0% azúcares añadidos;Desayuno y Snack;Cereales para desayuno
GEN-2247;Cereales copos de trigo espelta integral 0% azúcares añadidos;Desayuno y Snack;Cereales para desayuno
GEN-2248;Muesli Crunchy con frutos secos;Desayuno y Snack;Cereales para desayuno
GEN-2249;Muesli Crunchy 0% azúcares añadidos y 0% edulcorantes;Desayuno y Snack;Cereales para desayuno
GEN-2250;Cereales copos de trigo integral y arroz bañados en chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2251;Cereales copos tostados de trigo integral y arroz con chocolate;Desayuno y Snack;Cereales para desayuno
GEN-2252;Muesli Crunchy con fruta;Desayuno y Snack;Cereales para desayuno
GEN-2253;Avena molida;Desayuno y Snack;Cereales para desayuno
GEN-2254;Cereales y semillas granola con frutos secos;Desayuno y Snack;Cereales para desayuno
GEN-2255;Cereales con salvado de trigo Fibra Sticks;Desayuno y Snack;Cereales para desayuno
GEN-2256;Muesli con frutas;Desayuno y Snack;Cereales para desayuno
GEN-2257;Muesli 50% frutas y frutos secos;Desayuno y Snack;Cereales para desayuno
GEN-2258;Muesli con quinoa, chía y chocolate negro;Desayuno y Snack;Cereales para desayuno
GEN-2259;Cereales Cereal Mix 0% azúcares añadidos;Desayuno y Snack;Cereales para desayuno
GEN-2260;Cereales avena Crunchy;Desayuno y Snack;Cereales para desayuno
GEN-2261;Cereales avena Crunchy de cacao;Desayuno y Snack;Café y cacaos
GEN-2262;Copos de avena integral con chocolate;Frutas y Verduras;Verduras
GEN-2263;Barritas de cereales chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2264;Barritas de cereales con chocolate blanco;Bebidas;Vino
GEN-2265;Barritas de cereales muesli con chocolate;Desayuno y Snack;Cereales para desayuno
GEN-2266;Barritas de cereales con frutos secos;Desayuno y Snack;Cereales para desayuno
GEN-2267;Barritas con proteínas Enervit Sport sabor coco y chocolate;Frutas y Verduras;Verduras
GEN-2268;Barritas de espelta sabor manzana;Frutas y Verduras;Fruta
GEN-2269;Barritas de galleta rellenas de arándanos;Frutas y Verduras;Fruta
GEN-2270;Barritas de cereales sabor mango;Frutas y Verduras;Fruta
GEN-2271;Barritas de cereales con galleta animada;Desayuno y Snack;Galletas dulces
GEN-2272;Barritas de avena Crunchy Nature Valley con chocolate negro;Frutas y Verduras;Verduras
GEN-2273;Barrita con proteínas Enervit Sport sabor chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2274;Champú protección y brillo todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2275;Champú Repair & Nutrition cabello seco y dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2276;Champú Argan Oil cabello seco y dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2277;Champú Repara & Protege cabello débil y dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2278;Champú Detox cabello graso;Cuidado personal e Higiene;Cuidado del cabello
GEN-2279;Champú Hydra hyaluronic cabello de normal a seco;Bebidas;Licores y destilados
GEN-2280;Champú Liss Frizz Control cabello rebelde;Cuidado personal e Higiene;Cuidado del cabello
GEN-2281;Champú Natural todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2282;Champú Color Vive Elvive cabello teñido o con mechas;Cuidado personal e Higiene;Cuidado del cabello
GEN-2283;Champú Curl Perfect cabello rizado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2284;Champú seco O'lysee;Cuidado personal e Higiene;Cuidado del cabello
GEN-2285;Champú Dermo Sensitive cuero cabelludo sensible;Cuidado personal e Higiene;Cuidado del cabello
GEN-2286;Champú Extra Suave todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2287;Champú Zero todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2288;Champú Plex Repair cabello muy dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2289;Champú Hidra Hialurónico Elvive cabello deshidratado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2290;Champú Silver Blond cabello rubio, decolorado y grises,;Cuidado personal e Higiene;Cuidado del cabello
GEN-2291;Champú Liso Keratina cabello encrespado o dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2292;Champú Anticaída Fortificante;Cuidado personal e Higiene;Cuidado del cabello
GEN-2293;Champú Color Protect cabello teñido;Cuidado personal e Higiene;Cuidado del cabello
GEN-2294;Champú anticaspa Citrus Fresh H&S cabello graso;Cuidado personal e Higiene;Cuidado del cabello
GEN-2295;Champú anticaspa Menthol Fresh H&S;Cuidado personal e Higiene;Cuidado del cabello
GEN-2296;Champú y acondicionador anticaspa Classic 2 en 1 H&S;Cuidado personal e Higiene;Cuidado del cabello
GEN-2297;Champú anticaspa Citric Ultrex cabello graso;Cuidado personal e Higiene;Cuidado del cabello
GEN-2298;Champú anticaspa Menthol Ultrex todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2299;Champú y acondicionador anticaspa Classic 2 en 1 Ultrex todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2300;Champú infantil Kids 3 en 1;Cuidado personal e Higiene;Cuidado del cabello
GEN-2301;Loción infantil elimina liendres y piojos;Cuidado personal e Higiene;Cremas y protectores
GEN-2302;Champú Protect Triple Action preventivo y protector;Cuidado personal e Higiene;Cuidado del cabello
GEN-2303;Instant conditioner Protect Triple Action preventivo y sin aclarado;Lácteos y Huevos;Huevos
GEN-2304;Queso lonchas cremoso de vaca;Lácteos y Huevos;Quesos
GEN-2305;Queso lonchas tierno mezcla Entrepinares;Lácteos y Huevos;Quesos
GEN-2306;Queso lonchas cremoso light de vaca;Lácteos y Huevos;Quesos
GEN-2307;Queso lonchas semicurado mezcla Entrepinares;Lácteos y Huevos;Quesos
GEN-2308;Queso lonchas fundido sándwich mezcla;Lácteos y Huevos;Quesos
GEN-2309;Queso lonchas gouda de vaca;Lácteos y Huevos;Quesos
GEN-2310;Queso lonchas de cabra;Lácteos y Huevos;Quesos
GEN-2311;Queso lonchas tierno de vaca Entrepinares;Lácteos y Huevos;Quesos
GEN-2312;Queso lonchas fundido suave mezcla;Lácteos y Huevos;Quesos
GEN-2313;Queso lonchas edam de vaca Holland Corona;Lácteos y Huevos;Quesos
GEN-2314;Queso lonchas mozzarella de vaca;Lácteos y Huevos;Quesos
GEN-2315;Queso lonchas cheddar de vaca;Lácteos y Huevos;Quesos
GEN-2316;Queso lonchas emmental de vaca;Lácteos y Huevos;Quesos
GEN-2317;Queso lonchas sin lactosa de vaca;Lácteos y Huevos;Quesos
GEN-2318;Queso lonchas de oveja Entrepinares;Lácteos y Huevos;Quesos
GEN-2319;Queso lonchas fundido burger mezcla;Lácteos y Huevos;Quesos
GEN-2320;Queso lonchas curado de vaca Flamengo;Lácteos y Huevos;Quesos
GEN-2321;Acondicionador Suavidad y Brillo todo tipo de cabello;Cuidado personal e Higiene;Cuidado del cabello
GEN-2322;Acondicionador Repair & Nutrition cabello seco y dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2323;Acondicionador instantáneo Kids;Cuidado personal e Higiene;Cuidado del cabello
GEN-2324;Acondicionador instantáneo Repair & Nutrition cabello seco y dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2325;Acondicionador Repara & Protege;Cuidado personal e Higiene;Cuidado del cabello
GEN-2326;Acondicionador Protector Color Vive Elvive cabello teñido o con mechas;Cuidado personal e Higiene;Cuidado del cabello
GEN-2327;Acondicionador instantáneo Hydra hyaluronic cabello de normal a seco;Bebidas;Licores y destilados
GEN-2328;Acondicionador Liso Keratina cabello encrespado o dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2329;Mascarilla Repair & Nutrition cabello seco y dañado;Cuidado personal e Higiene;Cremas y protectores
GEN-2330;Mascarilla Argan Oil cabello seco y dañado;Cuidado personal e Higiene;Cremas y protectores
GEN-2331;Mascarilla Liss Frizz Control cabello rebelde;Cuidado personal e Higiene;Cremas y protectores
GEN-2332;Mascarilla Curl Perfect cabello rizado;Cuidado personal e Higiene;Cremas y protectores
GEN-2333;Mascarilla Repara & Protege cabello dañado y seco;Cuidado personal e Higiene;Cuidado del cabello
GEN-2334;Mascarilla sin aclarado Repair & Nutrition cabello seco y dañado;Lácteos y Huevos;Huevos
GEN-2335;Mascarilla Natural todo tipo de cabello;Cuidado personal e Higiene;Cremas y protectores
GEN-2336;Mascarilla sin aclarado Argan Oil cabello seco y dañado;Lácteos y Huevos;Huevos
GEN-2337;Mascarilla Silver Blond cabello rubio, decolorado y grises,;Frutas y Verduras;Verduras
GEN-2338;Mascarilla Protectora Color Vive Elvive cabello teñido o con mechas;Frutas y Verduras;Verduras
GEN-2339;Mascarilla Plex Repair cabello muy dañado;Cuidado personal e Higiene;Cremas y protectores
GEN-2340;Mascarilla sin aclarado Curl Perfect cabello rizado;Lácteos y Huevos;Huevos
GEN-2341;Mascarilla Hydra hyaluronic cabello de normal a seco;Bebidas;Licores y destilados
GEN-2342;Mascarilla Hidra Hialurónico Elvive cabello deshidratado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2343;Mascarilla Ultra Platinum cabello gris, rubio y decolorado;Frutas y Verduras;Verduras
GEN-2344;Mascarilla intensiva Liso Keratina 1 Minute Wow! cabello encrespado o dañado;Cuidado personal e Higiene;Cuidado del cabello
GEN-2345;Mascarilla Color Protect cabello teñido;Frutas y Verduras;Verduras
GEN-2346;Queso rallado emmental gratinar;Lácteos y Huevos;Quesos
GEN-2347;Queso rallado mozzarella pizza-Roma de vaca;Lácteos y Huevos;Quesos
GEN-2348;Queso en polvo especial pasta mezcla;Lácteos y Huevos;Quesos
GEN-2349;Queso rallado 4 quesos;Lácteos y Huevos;Quesos
GEN-2350;Queso en polvo grana padano;Lácteos y Huevos;Quesos
GEN-2351;Queso rallado especial fundir mezcla;Lácteos y Huevos;Quesos
GEN-2352;Queso rallado sin lactosa de vaca;Lácteos y Huevos;Quesos
GEN-2353;Ampollas tratamiento intensivo Repara & Protege cabello dañado;Cuidado personal e Higiene;Cremas y protectores
GEN-2354;Hidrocrema Liss Frizz Control cabello rebelde;Cuidado personal e Higiene;Cremas y protectores
GEN-2355;Sérum Be Radiant 10 en 1 cabello apagado;Cuidado personal e Higiene;Cremas y protectores
GEN-2356;Sérum Plex Repair cabello muy dañado;Cuidado personal e Higiene;Cremas y protectores
GEN-2357;Sérum oil Curl Perfect cabello rizado;Cuidado personal e Higiene;Cremas y protectores
GEN-2358;Tratamiento Anti Frizz todo tipo de cabello;Cuidado personal e Higiene;Cremas y protectores
GEN-2359;Sérum Liss Frizz Control iluminador;Cuidado personal e Higiene;Cremas y protectores
GEN-2360;Sérum Anticaída Fortificante;Cuidado personal e Higiene;Cremas y protectores
GEN-2361;Queso en porciones;Lácteos y Huevos;Quesos
GEN-2362;Queso en porciones light;Lácteos y Huevos;Quesos
GEN-2363;Queso en porciones mini Babybel;Lácteos y Huevos;Quesos
GEN-2364;Queso fundido con palitos La vaca que ríe;Lácteos y Huevos;Quesos
GEN-2365;Arroz redondo;Despensa;Arroz, pasta y quinoa
GEN-2366;Arroz largo;Despensa;Arroz, pasta y quinoa
GEN-2367;Arroz Albufera;Despensa;Arroz, pasta y quinoa
GEN-2368;Arroz redondo J Sendra;Despensa;Arroz, pasta y quinoa
GEN-2369;Arroz basmati aromático;Despensa;Arroz, pasta y quinoa
GEN-2370;Cous cous mediano;Despensa;Arroz, pasta y quinoa
GEN-2371;Arroz vaporizado;Despensa;Arroz, pasta y quinoa
GEN-2372;Quinoa;Despensa;Arroz, pasta y quinoa
GEN-2373;Arroz redondo SOS;Despensa;Arroz, pasta y quinoa
GEN-2374;Arroz integral largo;Despensa;Arroz, pasta y quinoa
GEN-2375;Arroz redondo Sabor;Despensa;Arroz, pasta y quinoa
GEN-2376;Arroz tres delicias ultracongelado;Despensa;Arroz, pasta y quinoa
GEN-2377;Arroz para microondas ultracongelado;Despensa;Arroz, pasta y quinoa
GEN-2378;Risotto de setas para microondas ultracongelado;Frutas y Verduras;Setas
GEN-2379;Arroz negro ultracongelado;Despensa;Arroz, pasta y quinoa
GEN-2380;Arroz con verduras para microondas ultracongelado;Despensa;Arroz, pasta y quinoa
GEN-2381;Arroz marinera ultracongelado;Despensa;Arroz, pasta y quinoa
GEN-2382;Lasaña boloñesa familiar ultracongelada;Platos preparados;Platos preparados refrigerados
GEN-2383;Lasaña a la boloñesa ultracongelada;Platos preparados;Platos preparados refrigerados
GEN-2384;Canelones de carne ultracongelados;Congelados;Verduras congeladas
GEN-2385;Lasaña de atún ultracongelada;Pescadería;Pescado
GEN-2386;Pasta con pollo al pesto ultracongelada;Carnicería y Charcutería;Pollo
GEN-2387;Gnocchi de pollo y verduras ultracongelados;Carnicería y Charcutería;Pollo
GEN-2388;Tortitas de maíz;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2389;Tortitas de maíz con chocolate;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2390;Tortitas de arroz con chocolate blanco sabor yogur;Lácteos y Huevos;Yogures
GEN-2391;Tortitas de arroz;Despensa;Arroz, pasta y quinoa
GEN-2392;Tortitas de arroz con chocolate con leche;Lácteos y Huevos;"Leche y bebidas ""lácteas"""
GEN-2393;Tortitas de legumbres y arroz;Despensa;Arroz, pasta y quinoa
GEN-2394;Tortitas de maíz con sabor a jamón;Carnicería y Charcutería;Charcuteria
GEN-2395;Tortitas de maíz campestre;Conservas y Enlatados;Verduras, legumbres y hortalizas en conserva
GEN-2396;Galletas María dorada;Pescadería;Pescado
GEN-2397;Galletas Divertidas con cereales;Desayuno y Snack;Galletas dulces
GEN-2398;Galletas tostadas Tosta Rica;Desayuno y Snack;Galletas dulces
GEN-2399;Galletas tostadas Animadas;Desayuno y Snack;Galletas dulces
GEN-2400;Galletas tostadas;Desayuno y Snack;Galletas dulces
GEN-2401;Galletas Relieve;Desayuno y Snack;Galletas dulces
GEN-2402;Galletas María dorada 0% azúcares añadidos;Pescadería;Pescado
GEN-2403;Galletas María sin gluten y sin lactosa;Desayuno y Snack;Galletas dulces
GEN-2404;Galletas tradicionales;Desayuno y Snack;Galletas dulces
GEN-2405;Galletas María;Desayuno y Snack;Galletas dulces
GEN-2406;Galletas canela;Desayuno y Snack;Galletas dulces
GEN-2407;Galletas caramelizadas Lotus Biscoff;Desayuno y Snack;Galletas dulces
GEN-2408;Galletas de mantequilla Belgas;Lácteos y Huevos;Mantequillas y Natas
GEN-2409;Pastas de aceite;Despensa;Aceites
GEN-2410;Galletas Digestive;Desayuno y Snack;Galletas dulces
GEN-2411;Galletas Digestive avena;Desayuno y Snack;Galletas dulces
GEN-2412;Galletas Digestive 0% azúcares añadidos;Desayuno y Snack;Galletas dulces
GEN-2413;Galletas de espelta 0% azúcares añadidos;Desayuno y Snack;Galletas dulces
GEN-2414;Galletas María Integral;Desayuno y Snack;Galletas dulces
GEN-2415;Galletas avena;Desayuno y Snack;Galletas dulces
GEN-2416;Galletas Digestive choco y avena;Desayuno y Snack;Galletas dulces
GEN-2417;Galletas con avena y semillas;Desayuno y Snack;Galletas dulces
GEN-2418;Laca cabello Nelly;Cuidado personal e Higiene;Cuidado del cabello
GEN-2419;Laca cabello Forte fijación 3;Cuidado personal e Higiene;Cremas y protectores
GEN-2420;Espuma cabello Rizos Definidos fijación 5;Cuidado personal e Higiene;Cuidado del cabello
GEN-2421;Laca cabello Ultra Fuerte fijación 5;Cuidado personal e Higiene;Cuidado del cabello
GEN-2422;Laca cabello Xtra Forte fijación 4;Cuidado personal e Higiene;Cremas y protectores
GEN-2423;Espuma cabello Xtra Forte fijación 4;Cuidado personal e Higiene;Cremas y protectores
